,label,accuracy,confidence,response_time,contribution
0,n01440764,1,0.6181670427322388,0.04442661830351544,0.6181670427322388
1,n01484850,0,0.0,0.055456559772010375,0.0
2,n01491361,1,0.9703770875930786,0.029509037410198256,0.9703770875930786
3,n01440764,1,0.9306804537773132,0.04708972953523343,0.9306804537773132
4,n01491361,0,0.0,0.045575419187655064,0.0
5,n01494475,1,0.5234846472740173,0.023889706967035275,0.5234846472740173
6,n01494475,1,0.3206389546394348,0.042765836932433535,0.3206389546394348
7,n01484850,0,0.0,0.04384287045659538,0.7954304814338684
8,n01484850,1,0.6274555325508118,0.01538991928100585,0.6274555325508118
9,n01443537,1,0.9283611178398132,0.04864147049725624,0.9283611178398132
10,n01491361,1,0.9308434128761292,0.02487863453493111,0.9308434128761292
11,n01491361,1,0.519800066947937,0.01538991928100585,0.519800066947937
12,n01440764,1,0.8292304277420044,0.047914138683637114,0.8292304277420044
13,n01491361,1,0.3817369341850281,0.026378731343442385,0.3817369341850281
14,n01440764,0,0.0,0.044145944326686365,0.0
15,n01494475,1,0.9784024357795715,0.03279807329574841,0.9784024357795715
16,n01440764,1,0.8132871985435486,0.04354144601586986,0.8132871985435486
17,n01440764,1,0.6006805896759033,0.056361251922886345,0.6006805896759033
18,n01494475,1,0.7501842379570007,0.02221276686921043,0.7501842379570007
19,n01443537,1,0.9156011939048767,0.03507580438940701,0.9156011939048767
20,n01443537,1,0.9358312487602234,0.04480896975817659,0.9358312487602234
21,n01491361,1,0.9326483011245728,0.04962864541131927,0.9326483011245728
22,n01494475,0,0.0,0.0496311290399853,0.0
23,n01443537,1,0.8607655763626099,0.044169400022097884,0.8607655763626099
24,n01440764,1,0.8355495929718018,0.037959147422941084,0.8355495929718018
25,n01440764,1,0.5301287770271301,0.018826238660280818,0.5301287770271301
26,n01491361,1,0.36580827832221985,0.042625797611951136,0.36580827832221985
27,n01494475,1,0.9361888766288757,0.03583004732987055,0.0
28,n01443537,0,0.0,0.02525208900126181,0.0
29,n01443537,0,0.0,0.015859084538197572,0.0
30,n01494475,1,0.6185182929039001,0.041905807987022016,0.6185182929039001
31,n01440764,1,0.892479658126831,0.031299143561719,0.892479658126831
32,n01491361,1,0.8216261267662048,0.046373603122899225,0.8216261267662048
33,n01440764,1,0.9563049077987671,0.034766297041873645,0.9563049077987671
34,n01440764,0,0.0,0.041032171542338694,0.0
35,n01443537,1,0.9678294062614441,0.020478074700085724,0.9678294062614441
36,n01491361,1,0.9702913165092468,0.04199656559670012,0.9702913165092468
37,n01494475,1,0.8539157509803772,0.038637544642595466,0.8539157509803772
38,n01491361,0,0.0,0.044264349498042185,0.3520871698856354
39,n01494475,1,0.9862359166145325,0.025413114092052325,0.9862359166145325
40,n01494475,1,0.9689319729804993,0.03508970577956943,0.9689319729804993
41,n01491361,0,0.0,0.01577428702442348,0.0
42,n01494475,1,0.9943821430206299,0.04044103097028287,0.9943821430206299
43,n01494475,1,0.98492830991745,0.01538991928100585,0.98492830991745
44,n01440764,1,0.7646530270576477,0.17184991288262774,0.7646530270576477
45,n01491361,1,0.7622600793838501,0.06143904714666194,0.7622600793838501
46,n01484850,1,0.5790634751319885,0.022244391132445522,0.0
47,n01491361,0,0.0,0.027164085422152838,0.0
48,n01494475,1,0.6350568532943726,0.03241336841436801,0.6350568532943726
49,n01484850,1,0.5755561590194702,0.027543541285051695,0.0
50,n01484850,1,0.7372522354125977,0.030636848073993278,0.7372522354125977
51,n01484850,1,0.7068934440612793,0.03857323853664828,0.7068934440612793
52,n01443537,1,0.9837380647659302,0.03316059149197074,0.9837380647659302
53,n01491361,1,0.750508725643158,0.0336709208938377,0.750508725643158
54,n01484850,1,0.9766616225242615,0.1846973562873262,0.9766616225242615
55,n01443537,1,0.6605172753334045,0.04325403344461188,0.6605172753334045
56,n01443537,0,0.0,0.06292595569792764,0.9119394421577454
57,n01440764,0,0.0,0.02400251269219645,0.0
58,n01484850,1,0.41457653045654297,0.03266593938502355,0.4379135072231293
59,n01440764,1,0.9596871137619019,0.01538991928100585,0.9596871137619019
60,n01484850,1,0.541413426399231,0.03996677439185034,0.541413426399231
61,n01494475,1,0.8489236235618591,0.026105360755278795,0.8489236235618591
62,n01494475,1,0.9640550017356873,0.03976230484595622,0.9640550017356873
63,n01491361,1,0.7652219533920288,0.037057447777569766,0.7652219533920288
64,n01494475,1,0.883304238319397,0.01538991928100585,0.883304238319397
65,n01443537,1,0.9812911748886108,0.04838595313110177,0.9812911748886108
66,n01484850,1,0.7026994228363037,0.025294369066611765,0.7026994228363037
67,n01443537,1,0.45514577627182007,0.05151553555064891,0.45514577627182007
68,n01443537,1,0.49787136912345886,0.043132850684712766,0.49787136912345886
69,n01494475,1,0.7659558653831482,0.01538991928100585,0.7659558653831482
70,n01443537,1,0.9547473788261414,0.053008712550639076,0.9547473788261414
71,n01484850,1,0.9281103014945984,0.04813538296271961,0.9281103014945984
72,n01484850,1,0.9438051581382751,0.02945469794960516,0.9438051581382751
73,n01484850,1,0.9381828308105469,0.05894327047869073,0.9381828308105469
74,n01440764,1,0.9624474048614502,0.025677410352639974,0.9624474048614502
75,n01440764,1,0.4497588872909546,0.030872630551718794,0.4497588872909546
76,n01494475,1,0.40932783484458923,0.04356790942078838,0.40932783484458923
77,n01440764,1,0.9028430581092834,0.030076434987039224,0.9028430581092834
78,n01440764,0,0.0,0.043713342001308636,0.5036457777023315
79,n01491361,1,0.5809004306793213,0.04762147983734442,0.5809004306793213
80,n01484850,1,0.6853889226913452,0.053022065854379706,0.6853889226913452
81,n01491361,1,0.9141970276832581,0.04200226625225828,0.9141970276832581
82,n01440764,1,0.9596871137619019,0.03478456054728866,0.9596871137619019
83,n01494475,1,0.9972139000892639,0.05516159832584802,0.9972139000892639
84,n01440764,1,0.5301287770271301,0.02711392124033999,0.5301287770271301
85,n01440764,1,0.7130593061447144,0.01822401090223723,0.7130593061447144
86,n01491361,1,0.9216564297676086,0.04867260160552831,0.9216564297676086
87,n01494475,1,0.9866029024124146,0.03463331605771031,0.9866029024124146
88,n01494475,1,0.975899338722229,0.037255050933340424,0.975899338722229
89,n01484850,1,0.913411021232605,0.01538991928100585,0.913411021232605
90,n01440764,1,0.4846014380455017,0.04362615340010799,0.0
91,n01484850,0,0.0,0.026750612184531612,0.608138918876648
92,n01491361,1,0.8817765116691589,0.045653869885545775,0.8817765116691589
93,n01491361,0,0.0,0.02615585182842954,0.8424820303916931
94,n01491361,1,0.32243460416793823,0.048093278491863886,0.0
95,n01484850,0,0.0,0.028450291220959226,0.0
96,n01440764,0,0.0,0.05311958753985687,0.0
97,n01491361,1,0.8690065741539001,0.023759909166103474,0.8690065741539001
98,n01440764,1,0.8765867352485657,0.023597055865535933,0.8765867352485657
99,n01443537,0,0.0,0.042451797397120745,0.0
100,n01491361,1,0.9763106107711792,0.05220643306642383,0.9763106107711792
101,n01491361,0,0.0,0.0377624629465583,0.0
102,n01494475,1,0.5364959836006165,0.05039252810353036,0.0
103,n01494475,1,0.8229396939277649,0.0542437765298556,0.8229396939277649
104,n01443537,1,0.9410097599029541,0.07481882036817733,0.9410097599029541
105,n01484850,1,0.9173789024353027,0.04852467175300855,0.9173789024353027
106,n01443537,1,0.9074536561965942,0.030492031401613932,0.9074536561965942
107,n01484850,1,0.8978024125099182,0.028118629313620032,0.8978024125099182
108,n01494475,1,0.518564760684967,0.04739416304271154,0.518564760684967
109,n01443537,1,0.9605022668838501,0.023463886327985878,0.9605022668838501
110,n01440764,1,0.980730414390564,0.045073590919787465,0.980730414390564
111,n01440764,0,0.0,0.027386527027849935,0.0
112,n01494475,1,0.8898133039474487,0.04225447911744866,0.8898133039474487
113,n01484850,1,0.7283164262771606,0.04530014082868253,0.7283164262771606
114,n01491361,1,0.7572965621948242,0.05446048142159196,0.7572965621948242
115,n01494475,1,0.9874802231788635,0.046107267471338906,0.9874802231788635
116,n01494475,1,0.6350568532943726,0.01538991928100585,0.6350568532943726
117,n01440764,1,0.8710188865661621,0.04877801610221207,0.8710188865661621
118,n01440764,1,0.9095195531845093,0.04635525745362548,0.9095195531845093
119,n01494475,1,0.9825244545936584,0.03325473511251327,0.9825244545936584
120,n01443537,1,0.9813918471336365,0.039183590292209705,0.9813918471336365
121,n01443537,1,0.9341985583305359,0.033016163798416244,0.9341985583305359
122,n01484850,0,0.0,0.02533693334233508,0.0
123,n01494475,1,0.9802131056785583,0.023466216731210472,0.9802131056785583
124,n01440764,0,0.0,0.026154777395721703,0.0
125,n01440764,1,0.8746485114097595,0.03484786276459466,0.8746485114097595
126,n01494475,1,0.9958323836326599,0.035914087216858785,0.9958323836326599
127,n01491361,0,0.0,0.040236855865068394,0.0
128,n01443537,1,0.6222059726715088,0.03622738007007031,0.6222059726715088
129,n01491361,1,0.83868008852005,0.04865657092649947,0.83868008852005
130,n01440764,1,0.8632174134254456,0.02288085481500379,0.8632174134254456
131,n01494475,0,0.0,0.03854173583118299,0.0
132,n01491361,1,0.918006956577301,0.05474120751084262,0.918006956577301
133,n01443537,0,0.0,0.02856661173632921,0.30496910214424133
134,n01484850,0,0.0,0.024234921036455213,0.4733569324016571
135,n01440764,1,0.956977128982544,0.03217143910860352,0.956977128982544
136,n01494475,1,0.8394741415977478,0.023862672438558646,0.8394741415977478
137,n01484850,1,0.33634626865386963,0.03099968917162148,0.0
138,n01440764,1,0.6188772320747375,0.04963148502746551,0.6188772320747375
139,n01440764,1,0.984738826751709,0.04249900087917357,0.984738826751709
140,n01443537,0,0.0,0.03627016230666058,0.0
141,n01491361,1,0.8273316025733948,0.01538991928100585,0.8273316025733948
142,n01494475,1,0.3103886842727661,0.04934318008981397,0.3103886842727661
143,n01440764,1,0.8555905222892761,0.054976150088181734,0.8555905222892761
144,n01440764,1,0.9916954636573792,0.03364201123907462,0.9916954636573792
145,n01494475,1,0.7842980027198792,0.03505746004057201,0.7842980027198792
146,n01443537,1,0.9563597440719604,0.01991862287527769,0.9563597440719604
147,n01484850,1,0.3004419207572937,0.041040187203160015,0.3004419207572937
148,n01494475,1,0.990547239780426,0.041835081928249356,0.990547239780426
149,n01491361,0,0.0,0.01538991928100585,0.0
150,n01440764,1,0.9601136445999146,0.026298642542634254,0.9601136445999146
151,n01440764,1,0.991603672504425,0.027518119916099842,0.991603672504425
152,n01443537,0,0.0,0.048209973504558024,0.0
153,n01484850,0,0.0,0.03481890636286672,0.0
154,n01494475,1,0.9644626975059509,0.048569772739958855,0.9644626975059509
155,n01443537,1,0.9600233435630798,0.03969647083114732,0.9600233435630798
156,n01484850,1,0.8655452132225037,0.04940055436629488,0.8655452132225037
157,n01491361,0,0.0,0.04201599186981381,0.3888612985610962
158,n01440764,1,0.843691885471344,0.031522246093885764,0.843691885471344
159,n01484850,1,0.3718922436237335,0.048785410056926035,0.3718922436237335
160,n01440764,1,0.9643098711967468,0.04748225395442988,0.9643098711967468
161,n01484850,1,0.8521506786346436,0.05619838124696679,0.8521506786346436
162,n01494475,1,0.7712504863739014,0.019953516400956245,0.7712504863739014
163,n01494475,1,0.8012406826019287,0.037642363933386366,0.8012406826019287
164,n01484850,1,0.34585410356521606,0.03316062324706834,0.0
165,n01484850,1,0.6817610859870911,0.05316485982443738,0.6817610859870911
166,n01494475,1,0.9651743173599243,0.040918091830496606,0.9651743173599243
167,n01484850,1,0.9668087363243103,0.02605398086960109,0.9668087363243103
168,n01491361,0,0.0,0.01538991928100585,0.3829858899116516
169,n01443537,1,0.9813298583030701,0.03777093667449328,0.9813298583030701
170,n01440764,1,0.9324459433555603,0.04659025463813715,0.9324459433555603
171,n01443537,1,0.8579307794570923,0.03635724796929001,0.8579307794570923
172,n01491361,1,0.5482912063598633,0.021697546218479358,0.5482912063598633
173,n01484850,1,0.3324321508407593,0.01538991928100585,0.0
174,n01443537,1,0.9579751491546631,0.15822408576562685,0.9579751491546631
175,n01484850,0,0.0,0.02558304509706526,0.0
176,n01491361,1,0.7638238668441772,0.04075581112838674,0.7638238668441772
177,n01484850,1,0.9527187943458557,0.05300827938365576,0.9527187943458557
178,n01484850,1,0.3718922436237335,0.05170122840134676,0.3718922436237335
179,n01443537,1,0.93275386095047,0.03989761772384536,0.93275386095047
180,n01484850,0,0.0,0.032671013457426165,0.0
181,n01440764,1,0.8644329905509949,0.03401173596200741,0.8644329905509949
182,n01491361,1,0.954067051410675,0.025229635245921846,0.954067051410675
183,n01494475,0,0.0,0.047264250665371724,0.0
184,n01443537,0,0.0,0.09913491499319743,0.0
185,n01443537,1,0.9754040837287903,0.03589146656054136,0.9754040837287903
186,n01443537,1,0.7051352262496948,0.026071803432187356,0.7051352262496948
187,n01440764,1,0.9896987080574036,0.05571819880667434,0.9896987080574036
188,n01440764,1,0.9358161091804504,0.019434705002394317,0.9358161091804504
189,n01494475,1,0.8342562317848206,0.033689264576204754,0.8342562317848206
190,n01484850,1,0.7623797655105591,0.026267651509478226,0.0
191,n01440764,1,0.9545547366142273,0.02148715366413507,0.9545547366142273
192,n01443537,1,0.8801812529563904,0.019272103739144897,0.8801812529563904
193,n01443537,1,0.5611230134963989,0.01538991928100585,0.5611230134963989
194,n01491361,1,0.602463960647583,0.02215831350839454,0.602463960647583
195,n01491361,0,0.0,0.029639052196122236,0.0
196,n01491361,0,0.0,0.05162209430326071,0.0
197,n01484850,1,0.8257476687431335,0.04440789293528213,0.8257476687431335
198,n01491361,1,0.9466913342475891,0.03168249840939851,0.9466913342475891
199,n01440764,1,0.9119380712509155,0.028257862363238573,0.9119380712509155
200,n01491361,0,0.0,0.03956707800309764,0.0
