,label,accuracy,confidence,response_time,contribution
0,n01440764,1,0.9697718620300293,0.5757366082778939,0.9697718620300293
1,n01440764,1,0.9292922019958496,0.6099687939725513,0.9292922019958496
2,n01484850,0,0.0,0.5560339272862804,0.0
3,n01494475,1,0.6905001997947693,0.5812727966155543,0.6905001997947693
4,n01440764,1,0.9873878359794617,0.6521496408980327,0.9873878359794617
5,n01443537,1,0.9955762624740601,0.5686096452292321,0.9955762624740601
6,n01484850,1,0.5693872570991516,0.5528826230426594,0.5693872570991516
7,n01484850,1,0.8806889653205872,0.5648690186472413,0.8806889653205872
8,n01443537,0,0.0,0.5741967076600738,0.0
9,n01443537,1,0.843614935874939,0.5833027005834884,0.843614935874939
10,n01443537,1,0.9938552975654602,0.5596528257722608,0.9938552975654602
11,n01440764,1,0.974895715713501,0.5819120933573416,0.974895715713501
12,n01443537,1,0.981979250907898,0.5819451338304034,0.981979250907898
13,n01440764,1,0.9706745147705078,0.5796818264884539,0.9706745147705078
14,n01494475,1,0.9443068504333496,0.5748925808055447,0.9443068504333496
15,n01494475,1,0.986315131187439,0.7652780032598244,0.986315131187439
16,n01491361,1,0.992037296295166,0.5846909988808776,0.992037296295166
17,n01443537,0,0.0,0.5768711049585328,0.0
18,n01494475,1,0.9710457921028137,0.5816221305093058,0.9710457921028137
19,n01484850,1,0.9243062734603882,0.5620060666872767,0.9243062734603882
20,n01484850,0,0.0,0.5788797922577591,0.0
21,n01491361,1,0.943677544593811,0.560997842141186,0.943677544593811
22,n01443537,1,0.9873778223991394,0.5626341683961199,0.9873778223991394
23,n01443537,1,0.7614303827285767,0.6048017059636879,0.7614303827285767
24,n01484850,1,0.5983501672744751,0.5632704139803453,0.5983501672744751
25,n01491361,1,0.9346785545349121,0.5454457752363191,0.9346785545349121
26,n01443537,1,0.9986475110054016,0.5397182559935915,0.9986475110054016
27,n01491361,1,0.4245747923851013,0.5739424313949717,0.4245747923851013
28,n01484850,1,0.8806889653205872,0.5659649837887256,0.8806889653205872
29,n01491361,1,0.4601952135562897,0.5268890528035672,0.48806828260421753
30,n01440764,1,0.9871665835380554,0.5671671701996891,0.9871665835380554
31,n01491361,1,0.5747246146202087,0.5822457484307013,0.5747246146202087
32,n01443537,1,0.9977243542671204,0.5573326342876691,0.9977243542671204
33,n01491361,1,0.9407072067260742,0.5680153334861539,0.9407072067260742
34,n01484850,0,0.0,0.5554700260741007,0.37694960832595825
35,n01484850,1,0.8374665975570679,0.5934703717078478,0.8374665975570679
36,n01494475,1,0.6174154877662659,0.5723241229938062,0.0
37,n01440764,1,0.9761427640914917,0.5977948190240026,0.9761427640914917
38,n01484850,1,0.97702956199646,0.5816205449325175,0.97702956199646
39,n01491361,1,0.9881308078765869,0.5836541847838178,0.9881308078765869
40,n01491361,0,0.0,0.5631103369644226,0.0
41,n01491361,1,0.961031973361969,0.60634411416466,0.961031973361969
42,n01443537,1,0.8603130578994751,0.5935304842895991,0.8603130578994751
43,n01443537,1,0.9986863732337952,0.5779952296630739,0.9986863732337952
44,n01440764,1,0.9914755821228027,0.5617035177632053,0.9914755821228027
45,n01494475,1,0.3066742420196533,0.5821016094071935,0.3066742420196533
46,n01440764,1,0.9915560483932495,0.5860629887312176,0.9915560483932495
47,n01443537,0,0.0,0.5686834725865124,0.0
48,n01494475,1,0.985499918460846,0.5853900131824286,0.985499918460846
49,n01484850,1,0.9476572275161743,0.5918929959582514,0.9476572275161743
50,n01440764,1,0.9961175918579102,0.5719535857908756,0.9961175918579102
51,n01491361,1,0.9683842062950134,0.5772440422293373,0.9683842062950134
52,n01440764,1,0.9936525821685791,0.5797944909627387,0.9936525821685791
53,n01494475,1,0.33692336082458496,0.5767777883284245,0.0
54,n01494475,1,0.8172568082809448,0.5926887602639603,0.8172568082809448
55,n01440764,1,0.9825193881988525,0.6374544544091572,0.9825193881988525
56,n01440764,1,0.9973554611206055,0.5813313582450595,0.9973554611206055
57,n01491361,0,0.0,0.5669556807441248,0.44481945037841797
58,n01484850,1,0.7922083139419556,0.5718473717250397,0.7922083139419556
59,n01443537,1,0.9815722703933716,0.5484279980914177,0.9815722703933716
60,n01484850,0,0.0,0.5776490815441898,0.8331750631332397
61,n01494475,1,0.9990158081054688,0.5542828206708398,0.9990158081054688
62,n01494475,0,0.0,0.5905462925549237,0.0
63,n01443537,1,0.9531330466270447,0.5899223520237039,0.9531330466270447
64,n01491361,1,0.6833480596542358,0.599510574736463,0.6833480596542358
65,n01491361,1,0.9782413244247437,0.5772100977577013,0.9782413244247437
66,n01440764,1,0.9813108444213867,0.5606496723115976,0.9813108444213867
67,n01484850,1,0.9248506426811218,0.5788422150450807,0.9248506426811218
68,n01484850,1,0.7939904928207397,0.5830085552912504,0.7939904928207397
69,n01494475,1,0.977299153804779,0.5653643251134944,0.977299153804779
70,n01440764,1,0.3039873540401459,0.5601527862865459,0.3039873540401459
71,n01484850,1,0.4939699172973633,0.6236476622803081,0.4173300564289093
72,n01494475,1,0.7414335012435913,0.5836155610331967,0.7414335012435913
73,n01440764,0,0.0,0.5695003423009716,0.0
74,n01484850,0,0.0,0.5593376350215321,0.0
75,n01491361,1,0.9741108417510986,0.5493790030167329,0.9741108417510986
76,n01440764,1,0.8690149188041687,0.5696824311620956,0.8690149188041687
77,n01491361,1,0.9663856029510498,0.5140938852817196,0.9663856029510498
