,label,accuracy,confidence,response_time,contribution
0,n01494475,1,0.574447751045227,1.3720455390058162,0.574447751045227
1,n01443537,1,0.9999957084655762,1.3751767222503366,0.9999957084655762
2,n01440764,1,0.9928956627845764,1.3473550941735983,0.9928956627845764
3,n01440764,1,0.9653093814849854,1.3590556851618545,0.9653093814849854
4,n01484850,1,0.39547479152679443,1.3689462132759425,0.39547479152679443
5,n01494475,1,0.7712106108665466,1.3910678236391545,0.7712106108665466
6,n01440764,0,0.0,1.3497285015770855,0.0
7,n01443537,1,0.9998061060905457,1.3765960612462453,0.9998061060905457
8,n01484850,0,0.0,1.3441629234967092,0.0
9,n01484850,1,0.5031105279922485,1.3598278766835359,0.5031105279922485
10,n01443537,0,0.0,1.4651721363183319,0.0
11,n01443537,1,0.4307955205440521,1.3574536642368595,0.4307955205440521
12,n01443537,1,0.9997310042381287,1.3509643648122787,0.9997310042381287
13,n01440764,1,0.9985761642456055,1.3708103649754588,0.9985761642456055
14,n01443537,1,0.999969482421875,1.3803026350732663,0.999969482421875
15,n01440764,1,0.9910887479782104,1.3738385853844943,0.9910887479782104
16,n01494475,0,0.0,1.367529522483104,0.0
17,n01494475,1,0.4454289674758911,1.3657827947735188,0.4454289674758911
18,n01491361,1,0.985016942024231,1.3594947494568543,0.985016942024231
19,n01491361,0,0.0,1.3822686685142855,0.0
20,n01484850,1,0.5031105279922485,1.3842604044422826,0.5031105279922485
21,n01491361,0,0.0,1.360739872839892,0.4677933156490326
22,n01440764,1,0.859804630279541,1.3794278163471156,0.859804630279541
23,n01491361,1,0.4473644495010376,1.3470936340525137,0.4473644495010376
24,n01443537,1,0.9999732971191406,1.3455390753537133,0.9999732971191406
25,n01491361,0,0.0,1.3445289922917552,0.0
26,n01484850,0,0.0,1.3572217911670792,0.0
27,n01484850,1,0.982521116733551,1.3645077423115932,0.982521116733551
28,n01494475,0,0.0,1.3525139723250994,0.0
29,n01440764,1,0.9645503759384155,1.3495298665617936,0.9645503759384155
30,n01484850,1,0.8446998596191406,1.3639126358784166,0.8446998596191406
31,n01491361,1,0.902096688747406,1.3702425182589386,0.902096688747406
32,n01491361,0,0.0,1.3427165475706857,0.0
33,n01491361,1,0.4469752609729767,1.372586635999038,0.4469752609729767
34,n01443537,1,0.9785778522491455,1.3814989716415083,0.9785778522491455
35,n01443537,1,0.9998828172683716,1.3608928925564012,0.9998828172683716
36,n01491361,0,0.0,1.375294638877377,0.0
37,n01491361,0,0.0,1.3534122688590835,0.0
38,n01440764,0,0.0,1.357814971370187,0.0
39,n01443537,1,0.9998534917831421,1.3614568285493758,0.9998534917831421
40,n01494475,0,0.0,1.3552368196363056,0.0
41,n01494475,1,0.5678701996803284,1.366810369207575,0.5678701996803284
42,n01494475,0,0.0,1.374726859446701,0.0
43,n01440764,1,0.7591848373413086,1.3574885737606794,0.7591848373413086
44,n01443537,1,0.9997408986091614,1.3823670059693611,0.9997408986091614
45,n01443537,1,0.947217583656311,1.3579922370673911,0.947217583656311
46,n01494475,1,0.9780731797218323,1.3485370344933247,0.9780731797218323
47,n01440764,1,0.866167426109314,1.3852284340517313,0.866167426109314
48,n01491361,0,0.0,1.3614269487106332,0.0
49,n01494475,0,0.0,1.344161139106432,0.0
50,n01494475,1,0.5760369896888733,1.3640729148661075,0.5760369896888733
51,n01484850,0,0.0,1.3654315650082582,0.0
52,n01484850,0,0.0,1.3663830341795655,0.0
53,n01494475,1,0.959219217300415,1.3405590337575197,0.959219217300415
54,n01443537,1,0.9999338388442993,1.3526754696444538,0.9999338388442993
55,n01491361,1,0.9369274973869324,1.3586098495625436,0.9369274973869324
56,n01494475,0,0.0,1.3619958735911315,0.0
57,n01494475,0,0.0,1.3833268387692208,0.0
58,n01491361,0,0.0,1.3726651966405288,0.0
59,n01440764,1,0.9952781200408936,1.3500352888006,0.9952781200408936
60,n01443537,1,0.9999998807907104,1.3659837556646304,0.9999998807907104
61,n01484850,1,0.957675576210022,1.359565026027629,0.957675576210022
62,n01484850,1,0.8865938782691956,1.3682311766081794,0.8865938782691956
63,n01494475,1,0.9952850937843323,1.3653009217258751,0.9952850937843323
64,n01440764,1,0.322556734085083,1.3634149753833498,0.322556734085083
65,n01484850,1,0.9530978798866272,1.3683683026149926,0.9530978798866272
66,n01484850,1,0.9098189473152161,1.3631248270589336,0.9098189473152161
67,n01440764,1,0.990646243095398,1.3719714938963272,0.990646243095398
68,n01484850,0,0.0,1.367407799110316,0.0
69,n01494475,1,0.5879988670349121,1.3671993110925353,0.5879988670349121
70,n01440764,0,0.0,1.3728232460304521,0.0
71,n01494475,1,0.8532582521438599,1.3666998246441204,0.8532582521438599
72,n01443537,1,0.9963112473487854,1.365765930519364,0.9963112473487854
73,n01443537,1,0.6033465266227722,1.3459375992460119,0.6033465266227722
74,n01440764,1,0.9975776076316833,1.3673301918938003,0.9975776076316833
75,n01443537,1,0.997477114200592,1.3643909164694066,0.997477114200592
76,n01491361,1,0.7933924198150635,1.378580269310832,0.7933924198150635
77,n01440764,1,0.9968041181564331,1.361550914347194,0.9968041181564331
78,n01494475,1,0.8280946016311646,1.3547372411770804,0.8280946016311646
79,n01491361,0,0.0,1.3506936124121325,0.6837620735168457
80,n01491361,1,0.673351526260376,1.3574482424322372,0.673351526260376
81,n01484850,0,0.0,1.376393133975066,0.0
82,n01440764,1,0.9633072018623352,1.3817650597114597,0.9633072018623352
83,n01491361,0,0.0,1.3786281283868553,0.6837620735168457
84,n01440764,1,0.9999938011169434,1.3422560067830143,0.9999938011169434
85,n01491361,0,0.0,1.3928130464885657,0.0
86,n01491361,1,0.7461639046669006,1.3926720986873558,0.7461639046669006
87,n01440764,1,0.986190676689148,1.3862177091447825,0.986190676689148
88,n01491361,1,0.4448264241218567,1.3392918261253892,0.30573609471321106
89,n01440764,0,0.0,1.357211017626949,0.0
90,n01440764,1,0.9999978542327881,1.3632448711954772,0.9999978542327881
91,n01491361,0,0.0,1.3677839182116005,0.0
92,n01440764,1,0.9999948740005493,1.3774622668774725,0.9999948740005493
93,n01491361,1,0.3360911011695862,1.2344955884292816,0.3360911011695862
94,n01484850,0,0.0,1.376823036627272,0.0
95,n01484850,1,0.426667720079422,1.372935169787966,0.426667720079422
96,n01494475,1,0.9596598148345947,1.3749937788720565,0.9596598148345947
97,n01484850,0,0.0,1.3714859702965225,0.5650522112846375
98,n01443537,1,0.9994458556175232,1.3722257918979932,0.9994458556175232
99,n01491361,1,0.7453475594520569,1.3734045466775018,0.7453475594520569
100,n01494475,0,0.0,1.3479072694106553,0.0
101,n01484850,1,0.7696493864059448,1.3811866639144363,0.7696493864059448
102,n01484850,1,0.8840508460998535,1.3642252777767754,0.8840508460998535
103,n01443537,1,0.994223415851593,1.3444245320223263,0.994223415851593
104,n01440764,1,0.9811270833015442,1.3722299009941654,0.9811270833015442
105,n01494475,1,0.9878008365631104,1.361811349708911,0.9878008365631104
106,n01484850,1,0.7256515026092529,1.3760841922318408,0.7256515026092529
107,n01440764,1,0.999607503414154,1.3368169330004007,0.999607503414154
108,n01484850,1,0.7170823812484741,1.3873839872560325,0.7170823812484741
109,n01440764,1,0.9335842132568359,1.371297874525746,0.9335842132568359
110,n01491361,0,0.0,1.370227279988561,0.0
111,n01443537,1,0.9978113770484924,1.399185796566948,0.9978113770484924
112,n01494475,1,0.9845241904258728,1.3549023325871672,0.9845241904258728
113,n01491361,1,0.5337038636207581,1.346960439042261,0.5337038636207581
114,n01494475,1,0.8713156580924988,1.3839125929979994,0.8713156580924988
115,n01440764,0,0.0,1.3560515040939876,0.0
116,n01484850,1,0.8938109278678894,1.3690745720091897,0.8938109278678894
117,n01491361,0,0.0,1.37146161331456,0.5238100290298462
118,n01484850,1,0.5682156085968018,1.3804517188072731,0.5682156085968018
119,n01491361,1,0.5353318452835083,1.3618799920946771,0.5353318452835083
120,n01443537,1,0.7945491075515747,1.3601435244167173,0.7945491075515747
121,n01443537,1,0.9999834299087524,1.354345423782037,0.9999834299087524
122,n01440764,1,0.5032907128334045,1.3635335945427065,0.5032907128334045
123,n01443537,1,0.9999992847442627,1.3614815650321324,0.9999992847442627
124,n01443537,1,0.4577171504497528,1.3570556411852108,0.4577171504497528
125,n01491361,1,0.4652707278728485,1.356858623511129,0.4652707278728485
126,n01484850,0,0.0,1.3741749282232834,0.0
127,n01484850,1,0.9805412888526917,1.3614886204708105,0.9805412888526917
128,n01494475,1,0.8146982192993164,1.366337564847358,0.8146982192993164
129,n01494475,1,0.9853635430335999,1.3882907771793143,0.9853635430335999
130,n01491361,0,0.0,1.3746140275021672,0.0
131,n01494475,1,0.9909304976463318,1.3628890391388548,0.9909304976463318
132,n01491361,1,0.5985504388809204,1.3543885733198109,0.5985504388809204
133,n01443537,1,0.9963449835777283,1.367488357028379,0.9963449835777283
134,n01484850,0,0.0,1.367917257530271,0.0
135,n01443537,1,0.9999955892562866,1.3633529636997723,0.9999955892562866
136,n01491361,0,0.0,1.3611744429252903,0.5945959091186523
137,n01491361,0,0.0,1.3530140222620979,0.0
138,n01484850,0,0.0,1.349002852324977,0.0
139,n01494475,1,0.6432867050170898,1.3654122199810839,0.6432867050170898
140,n01484850,1,0.7670578360557556,1.3915613989409812,0.7670578360557556
141,n01484850,1,0.44687581062316895,1.3888972492595995,0.44687581062316895
142,n01494475,1,0.9879521727561951,1.3590322741998033,0.9879521727561951
143,n01440764,1,0.9961810111999512,1.362327017313586,0.9961810111999512
144,n01443537,1,0.9442607760429382,1.389786977058171,0.9442607760429382
145,n01443537,1,0.9969474673271179,1.3703640324901978,0.9969474673271179
146,n01440764,0,0.0,1.3614361768670968,0.0
147,n01440764,1,0.997829020023346,1.3821244426990156,0.997829020023346
148,n01484850,1,0.31888943910598755,1.3721388083592263,0.31888943910598755
149,n01440764,1,0.9992702603340149,1.3664225880755785,0.9992702603340149
150,n01440764,1,0.8455888032913208,1.3643613254960145,0.8455888032913208
151,n01443537,1,0.9999786615371704,1.353941688806959,0.9999786615371704
152,n01491361,0,0.0,1.3378823280918575,0.0
153,n01494475,1,0.5534354448318481,1.3684362564330472,0.5534354448318481
154,n01440764,1,0.4110300540924072,1.347328254608332,0.4110300540924072
155,n01440764,1,0.9585361480712891,1.3460650373018896,0.9585361480712891
156,n01484850,1,0.32070228457450867,1.3533644689359994,0.32070228457450867
157,n01491361,0,0.0,1.3720463576860507,0.0
158,n01491361,0,0.0,1.3578082992765554,0.0
159,n01443537,1,0.9999382495880127,1.393576852718607,0.9999382495880127
160,n01494475,0,0.0,1.3513138510802696,0.0
161,n01443537,1,0.9999982118606567,1.3652202092718588,0.9999982118606567
162,n01491361,0,0.0,1.3581568029653324,0.7404446005821228
163,n01443537,1,0.9998903274536133,1.3814166599314153,0.9998903274536133
164,n01440764,1,0.9905367493629456,1.3716718215551935,0.9905367493629456
165,n01491361,0,0.0,1.3272871729723774,0.0
166,n01484850,0,0.0,1.3950798511542013,0.0
167,n01440764,0,0.0,1.3993532795207968,0.0
168,n01440764,1,0.9986860156059265,1.3789270494097108,0.9986860156059265
169,n01491361,1,0.6314554810523987,1.3837099066718868,0.6314554810523987
170,n01443537,1,0.9999895095825195,1.3786153313406944,0.9999895095825195
171,n01443537,1,0.9928136467933655,1.3828380608435833,0.9928136467933655
172,n01443537,1,0.9999998807907104,1.382766434408303,0.9999998807907104
173,n01484850,0,0.0,1.3845270720719713,0.0
174,n01484850,0,0.0,1.3649558015848309,0.0
175,n01484850,1,0.3316539525985718,1.371123285054162,0.3316539525985718
176,n01443537,0,0.0,1.4839279350621197,0.0
177,n01484850,1,0.32513096928596497,1.3752698848665246,0.32513096928596497
178,n01491361,1,0.6314218044281006,1.3782106603608766,0.6314218044281006
179,n01440764,1,0.9585361480712891,1.3586155991762654,0.9585361480712891
180,n01494475,1,0.9875444173812866,1.3605305687293112,0.9875444173812866
181,n01491361,1,0.3183039128780365,1.3708913972114793,0.3183039128780365
182,n01491361,0,0.0,1.364568873344247,0.0
183,n01484850,1,0.6634425520896912,1.3642606373629202,0.6634425520896912
184,n01494475,1,0.9148743152618408,1.3961263651774882,0.9148743152618408
185,n01440764,1,0.9967141151428223,1.3624837594761194,0.9967141151428223
186,n01491361,1,0.8821346163749695,1.3534593163087605,0.8821346163749695
187,n01491361,0,0.0,1.3358861013775705,0.0
188,n01440764,1,0.6940398216247559,1.329419149752868,0.6940398216247559
189,n01440764,1,0.553857147693634,1.3624972306004053,0.553857147693634
190,n01491361,0,0.0,1.3916314956777596,0.0
191,n01440764,1,0.8845981359481812,1.3648647421416351,0.8845981359481812
192,n01494475,0,0.0,1.315761557089092,0.0
193,n01440764,1,0.42189911007881165,1.3572802213421877,0.42189911007881165
194,n01484850,1,0.8741154670715332,1.3556192910375395,0.8741154670715332
195,n01484850,1,0.6300432085990906,1.3612261679023374,0.6300432085990906
196,n01494475,1,0.6083964705467224,1.37170415385469,0.0
197,n01491361,1,0.5057512521743774,1.3484564742648573,0.0
198,n01491361,0,0.0,1.3542868093642595,0.0
199,n01484850,0,0.0,1.3469192187590537,0.0
200,n01494475,1,0.910165011882782,1.3657209535400592,0.910165011882782
201,n01443537,1,1.0,1.3616298095305077,1.0
202,n01443537,0,0.0,1.3641477292302822,0.0
203,n01484850,1,0.7326047420501709,1.3308295743851837,0.7326047420501709
204,n01484850,0,0.0,1.3614101645386125,0.0
205,n01491361,0,0.0,1.3720330308079967,0.0
206,n01443537,1,0.9999263286590576,1.3489377840682133,0.9999263286590576
207,n01484850,0,0.0,1.3703522305997868,0.0
208,n01440764,1,0.9941858053207397,1.3655194943460165,0.9941858053207397
209,n01484850,1,0.9467204809188843,1.3823647036689268,0.9467204809188843
210,n01443537,1,0.9996542930603027,1.3718035676806843,0.9996542930603027
211,n01484850,1,0.8619867563247681,1.3778510899515124,0.8619867563247681
212,n01443537,1,0.9866112470626831,1.367071821893254,0.9866112470626831
213,n01491361,1,0.30103373527526855,1.3390907554344813,0.30103373527526855
214,n01443537,1,0.9195132255554199,1.3646523518746163,0.9195132255554199
215,n01484850,1,0.9315934777259827,1.3588866324428537,0.9315934777259827
216,n01440764,1,0.9995079040527344,1.390266963742614,0.9995079040527344
217,n01440764,1,0.9991274476051331,1.3683508548824237,0.9991274476051331
218,n01494475,0,0.0,1.3501515290348498,0.0
219,n01484850,0,0.0,1.3795223864112196,0.0
220,n01494475,0,0.0,1.377652488796981,0.0
221,n01494475,1,0.959219217300415,1.3555667493098622,0.959219217300415
