,label,accuracy,confidence,response_time,contribution
0,n01443537,0,0.0,0.3573854390386478,0.0
1,n01443537,1,0.8135194778442383,0.38149276529048287,0.8135194778442383
2,n01443537,1,0.9815230369567871,0.3728029450623895,0.9815230369567871
3,n01440764,1,0.9998929500579834,0.363548553412285,0.9998929500579834
4,n01443537,1,0.9984192848205566,0.36479961531503935,0.9984192848205566
5,n01440764,1,0.9996418952941895,0.3741321374927886,0.9996418952941895
6,n01494475,1,0.9765151739120483,0.38330961006209135,0.9765151739120483
7,n01484850,1,0.870962381362915,0.37440124915809814,0.870962381362915
8,n01443537,0,0.0,0.36312534859976514,0.0
9,n01494475,1,0.39853736758232117,0.356213146289553,0.39853736758232117
10,n01484850,1,0.722206711769104,0.3653886042333917,0.722206711769104
11,n01440764,1,0.9999411106109619,0.3571921219838082,0.9999411106109619
12,n01491361,1,0.9665424227714539,0.31074822923776446,0.9665424227714539
13,n01440764,1,0.9966629147529602,0.3770714034506311,0.9966629147529602
14,n01484850,1,0.9756494760513306,0.36803219879813387,0.9756494760513306
15,n01484850,1,0.7399036884307861,0.3620323410649412,0.0
16,n01494475,1,0.9884093999862671,0.3990177550895937,0.9884093999862671
17,n01484850,1,0.7714614272117615,0.35165000264201984,0.7714614272117615
18,n01443537,0,0.0,0.35691725184650636,0.0
19,n01484850,1,0.8965622186660767,0.34747181389467874,0.8965622186660767
20,n01443537,1,0.930155873298645,0.377120275432227,0.930155873298645
21,n01440764,1,0.9980497360229492,0.3562299877285065,0.9980497360229492
22,n01494475,1,0.9003200531005859,0.345741109403158,0.9003200531005859
23,n01494475,1,0.9045916795730591,0.3805178914479431,0.9045916795730591
24,n01494475,1,0.9951371550559998,0.40105147220050097,0.9951371550559998
25,n01484850,0,0.0,0.3945489308270193,0.0
26,n01491361,1,0.9317228198051453,0.3870220859111017,0.9317228198051453
27,n01440764,1,0.9993026256561279,0.36706795734609554,0.9993026256561279
28,n01491361,1,0.8968337774276733,0.3873046399562827,0.8968337774276733
29,n01491361,1,0.9260876178741455,0.3612150336033793,0.9260876178741455
30,n01484850,1,0.8958138823509216,0.359075986045313,0.8958138823509216
31,n01443537,1,0.9435084462165833,0.35309938640905425,0.9435084462165833
32,n01484850,1,0.770136296749115,0.38748426521821155,0.770136296749115
33,n01491361,0,0.0,0.36580130228718066,0.0
34,n01484850,1,0.634175181388855,0.3860439671248419,0.634175181388855
35,n01443537,1,0.9695559740066528,0.3597398760342626,0.9695559740066528
36,n01491361,1,0.9889505505561829,0.3751638451986045,0.9889505505561829
37,n01443537,1,0.9910517334938049,0.3706825950994399,0.9910517334938049
38,n01440764,1,0.9999470710754395,0.36070717456298834,0.9999470710754395
39,n01494475,1,0.8005682826042175,0.3761191153772368,0.8005682826042175
40,n01491361,0,0.0,0.3847370702771537,0.0
41,n01440764,0,0.0,0.3783207227471252,0.0
42,n01443537,1,0.9973108768463135,0.3497913413597175,0.9973108768463135
43,n01494475,0,0.0,0.37521299095248156,0.0
44,n01494475,1,0.975019633769989,0.38540299950456025,0.975019633769989
45,n01494475,1,0.9855847954750061,0.3625783498500672,0.9855847954750061
46,n01440764,1,0.9995300769805908,0.3935535209018185,0.9995300769805908
47,n01443537,1,0.9790093302726746,0.35254976465227067,0.9790093302726746
48,n01443537,1,0.9274399280548096,0.3751001749868806,0.9274399280548096
49,n01494475,1,0.9634518027305603,0.3745247618683067,0.9634518027305603
50,n01440764,1,0.8856706023216248,0.38932735620450154,0.8856706023216248
51,n01491361,0,0.0,0.3950844847631975,0.0
52,n01494475,0,0.0,0.3606338628677801,0.0
53,n01494475,1,0.9482932686805725,0.3565791367271847,0.9482932686805725
54,n01484850,0,0.0,0.4027512689360267,0.0
55,n01484850,1,0.8131683468818665,0.35707841877265173,0.8131683468818665
56,n01494475,1,0.9974120259284973,0.3237532896157764,0.9974120259284973
57,n01443537,1,0.999121367931366,0.2620357828987236,0.999121367931366
58,n01494475,1,0.8990921378135681,0.37605264152981194,0.8990921378135681
59,n01491361,1,0.8366071581840515,0.3712143156140299,0.0
60,n01491361,1,0.9869183897972107,0.35772079174567506,0.9869183897972107
61,n01484850,0,0.0,0.3911034281642853,0.0
62,n01440764,1,0.9999574422836304,0.3685508504300862,0.9999574422836304
63,n01443537,1,0.9905930161476135,0.3842292080031363,0.9905930161476135
64,n01443537,1,0.9991862177848816,0.37920971579182894,0.9991862177848816
65,n01484850,1,0.9544283151626587,0.39128538890998743,0.9544283151626587
66,n01494475,1,0.9250490069389343,0.36167915086576885,0.9250490069389343
67,n01440764,1,0.4185798764228821,0.38159946486093577,0.0
68,n01484850,0,0.0,0.3967353832398926,0.9188278317451477
69,n01440764,1,0.9997730851173401,0.3694767414195504,0.9997730851173401
70,n01494475,1,0.981797456741333,0.3889348292348115,0.981797456741333
71,n01491361,0,0.0,0.3886074630371872,0.8219901919364929
72,n01491361,0,0.0,0.385609536544276,0.0
73,n01443537,1,0.9999395608901978,0.3812790628244572,0.9999395608901978
74,n01484850,1,0.5817429423332214,0.3602569299104801,0.5817429423332214
75,n01440764,1,0.9924899935722351,0.3525277695978352,0.9924899935722351
76,n01494475,0,0.0,0.34546589705448805,0.0
77,n01484850,1,0.7662310600280762,0.39390840621391954,0.7662310600280762
78,n01484850,1,0.9640147089958191,0.3810261956494844,0.9640147089958191
79,n01440764,1,0.9997246861457825,0.374256980464718,0.9997246861457825
80,n01443537,1,0.7600296139717102,0.3401664118835201,0.7600296139717102
81,n01443537,1,0.9855086207389832,0.35837775144477785,0.9855086207389832
82,n01443537,1,0.9714654684066772,0.38113433107330125,0.9714654684066772
83,n01494475,1,0.8912928104400635,0.37475231593866615,0.8912928104400635
84,n01484850,1,0.5967804193496704,0.37290476255786204,0.5967804193496704
85,n01443537,1,0.9863249659538269,0.38936477048181706,0.9863249659538269
86,n01484850,1,0.8021077513694763,0.369583554914748,0.8021077513694763
87,n01484850,1,0.9544283151626587,0.3492213081140742,0.9544283151626587
88,n01440764,1,0.613442063331604,0.38891231603289117,0.613442063331604
89,n01494475,1,0.7811429500579834,0.3616870298607458,0.7811429500579834
90,n01443537,1,0.9788767695426941,0.3612241039297883,0.9788767695426941
91,n01494475,1,0.9306051731109619,0.36934906124218625,0.9306051731109619
92,n01491361,1,0.9928268790245056,0.3590007945053414,0.9928268790245056
93,n01443537,1,0.6212435364723206,0.35460937574699053,0.6212435364723206
94,n01440764,0,0.0,0.3716129231259492,0.0
95,n01443537,1,0.9911360740661621,0.3689953061060053,0.9911360740661621
96,n01484850,1,0.5589625835418701,0.38564431271247795,0.5589625835418701
97,n01443537,1,0.9988982677459717,0.35858501937502135,0.9988982677459717
98,n01491361,1,0.9316348433494568,0.36254945651394144,0.9316348433494568
99,n01443537,1,0.9963818788528442,0.34906077639744165,0.9963818788528442
100,n01494475,1,0.5797216892242432,0.3561804941351032,0.5797216892242432
