,label,accuracy,confidence,response_time,contribution
0,n01443537,1,0.9454877972602844,2.0644312401151614,0.9454877972602844
1,n01491361,1,0.957089900970459,2.101837342122855,0.957089900970459
2,n01494475,1,0.9288100004196167,2.1254292526099654,0.9288100004196167
3,n01443537,1,0.9400194883346558,2.051527447018861,0.9400194883346558
4,n01440764,1,0.898579478263855,2.086061644523316,0.898579478263855
5,n01491361,1,0.9490595459938049,2.0348165662787694,0.9490595459938049
6,n01484850,1,0.9452505707740784,2.1922877880490486,0.9452505707740784
7,n01494475,1,0.9141711592674255,2.001156727021608,0.9141711592674255
8,n01491361,1,0.8790313005447388,2.0526956618655823,0.8790313005447388
9,n01491361,1,0.8880661725997925,2.074415114766183,0.8880661725997925
10,n01443537,1,0.9399560689926147,2.0957434697440323,0.9399560689926147
11,n01491361,1,0.8350260257720947,2.0883889814119727,0.8350260257720947
12,n01440764,1,0.915385365486145,2.081981444516811,0.915385365486145
13,n01491361,0,0.0,2.0544558721525212,0.7840745449066162
14,n01440764,1,0.9134529829025269,1.907956673398937,0.9134529829025269
15,n01484850,1,0.9581884145736694,2.063507082466665,0.9581884145736694
16,n01491361,1,0.9220703840255737,2.0127029130854837,0.9220703840255737
17,n01440764,1,0.9023416042327881,2.112744077190647,0.9023416042327881
18,n01443537,1,0.9367983937263489,2.0192622348644944,0.9367983937263489
19,n01440764,1,0.9027475118637085,2.1008416311717064,0.9027475118637085
20,n01443537,1,0.9499515295028687,2.1083471899717603,0.9499515295028687
21,n01484850,1,0.866730809211731,2.0122483374007603,0.866730809211731
22,n01491361,1,0.8980646133422852,2.126566131436735,0.8980646133422852
23,n01443537,1,0.9144951105117798,2.0821658655174318,0.9144951105117798
24,n01443537,1,0.9317765235900879,2.05291351860075,0.9317765235900879
25,n01491361,1,0.9389383792877197,2.0816780012721705,0.9389383792877197
26,n01491361,1,0.6146489381790161,2.0943515594372633,0.6146489381790161
27,n01440764,1,0.7879661321640015,2.067145215248735,0.7879661321640015
28,n01443537,0,0.0,2.0691057634688073,0.8038418292999268
29,n01443537,1,0.9537373185157776,1.9946058293983135,0.9537373185157776
30,n01443537,1,0.9376492500305176,2.026102096830372,0.9376492500305176
31,n01494475,1,0.9034942388534546,2.105648139354379,0.9034942388534546
32,n01440764,1,0.9345272183418274,2.0471539567243235,0.9345272183418274
33,n01440764,1,0.8986707329750061,2.267038568016016,0.8986707329750061
34,n01443537,1,0.9357632994651794,2.0298856959251044,0.9357632994651794
35,n01491361,1,0.9393117427825928,2.093478237072259,0.9393117427825928
36,n01484850,1,0.9029476046562195,1.982051740600975,0.9029476046562195
37,n01484850,1,0.9201943874359131,2.0750199915196483,0.9201943874359131
38,n01443537,1,0.9420578479766846,2.2415527967576354,0.9420578479766846
39,n01484850,1,0.8996313214302063,2.057834691647764,0.8996313214302063
40,n01494475,1,0.5973662734031677,2.102558034655831,0.5973662734031677
41,n01491361,1,0.9309985637664795,2.0621284758165843,0.9309985637664795
42,n01494475,1,0.9121689796447754,2.0820876203742915,0.0
43,n01491361,0,0.0,2.047771125868074,0.0
44,n01494475,1,0.8764851689338684,2.1080634553002096,0.0
45,n01484850,1,0.9416134357452393,2.1234918306885295,0.9416134357452393
46,n01491361,1,0.9315846562385559,2.0365126373650013,0.9315846562385559
47,n01440764,1,0.9231561422348022,1.9608149354958142,0.9231561422348022
48,n01494475,0,0.0,2.0695451997762433,0.0
49,n01494475,1,0.8738687634468079,2.0427544646218716,0.8738687634468079
50,n01443537,1,0.9274170994758606,2.0942210941001687,0.9274170994758606
51,n01443537,1,0.9363045692443848,2.041974869277645,0.9363045692443848
52,n01491361,1,0.9594385027885437,2.1061400943985698,0.0
53,n01484850,1,0.3563292622566223,2.033914034538845,0.5485787987709045
54,n01443537,1,0.9377095699310303,2.0242731202032718,0.9377095699310303
55,n01443537,1,0.9412354230880737,2.027704275140178,0.9412354230880737
56,n01494475,1,0.9165338277816772,2.100732633914802,0.9165338277816772
57,n01440764,1,0.922056257724762,1.9902336298790817,0.922056257724762
58,n01440764,1,0.9221987128257751,2.0568561222743433,0.9221987128257751
59,n01491361,1,0.933098316192627,2.0654000061254916,0.933098316192627
60,n01440764,1,0.9344516396522522,2.0694721965419065,0.9344516396522522
61,n01494475,1,0.9411038160324097,2.0669886612181734,0.9411038160324097
62,n01484850,1,0.9520156979560852,2.0808061298982086,0.9520156979560852
63,n01494475,0,0.0,2.057488371066129,0.0
64,n01491361,0,0.0,2.0724213183319975,0.0
65,n01491361,1,0.9608998894691467,2.0543829205862307,0.9608998894691467
66,n01440764,1,0.9138800501823425,2.0107455894435544,0.9138800501823425
67,n01491361,1,0.9576228857040405,2.0755799182951162,0.9576228857040405
68,n01440764,1,0.9121894240379333,2.085266492523409,0.9121894240379333
69,n01491361,1,0.9432641267776489,2.1048276960122347,0.9432641267776489
70,n01440764,1,0.9383901953697205,2.0906556777682725,0.9383901953697205
71,n01443537,1,0.930866003036499,2.0997028663952353,0.930866003036499
72,n01494475,1,0.8944764733314514,2.0066908347344934,0.8944764733314514
73,n01491361,1,0.913277268409729,2.087203756660164,0.913277268409729
74,n01440764,1,0.9074386358261108,2.083871392493734,0.0
75,n01443537,1,0.9032540321350098,2.024498232752734,0.9032540321350098
76,n01443537,1,0.9271184802055359,2.0835438216550197,0.9271184802055359
77,n01494475,0,0.0,2.0936616072493495,0.639213502407074
78,n01494475,1,0.9019982218742371,2.072420587050528,0.9019982218742371
79,n01494475,1,0.9306904673576355,2.06554240969913,0.9306904673576355
80,n01443537,1,0.9256767630577087,2.0980244458182327,0.9256767630577087
81,n01491361,0,0.0,2.074369017279966,0.0
82,n01440764,1,0.8975009322166443,2.0767540054563938,0.8975009322166443
83,n01443537,1,0.8887227773666382,2.0844620767814437,0.8887227773666382
84,n01491361,1,0.8077009320259094,2.1024771369131794,0.0
85,n01491361,1,0.9055508971214294,2.0665672598556846,0.9055508971214294
86,n01494475,1,0.9400812387466431,2.081195526143768,0.9400812387466431
87,n01484850,1,0.7584512233734131,2.033737566791102,0.0
88,n01443537,1,0.9320917129516602,2.0730999334934586,0.9320917129516602
89,n01491361,1,0.9118656516075134,2.080721005499367,0.9118656516075134
90,n01494475,1,0.9095928072929382,2.0073543865698023,0.9095928072929382
91,n01440764,1,0.8806440830230713,2.0661015852036138,0.8806440830230713
92,n01491361,1,0.8489514589309692,2.092660611065259,0.0
93,n01440764,1,0.9138086438179016,2.0577229230498233,0.9138086438179016
94,n01440764,1,0.7879661321640015,2.0445447377977084,0.7879661321640015
95,n01440764,1,0.8691774606704712,2.0716099370203835,0.8691774606704712
96,n01494475,1,0.9539275765419006,2.0955582916077793,0.9539275765419006
97,n01484850,1,0.9019408226013184,2.07706097290842,0.9019408226013184
98,n01491361,1,0.7879723906517029,2.079014309567535,0.0
99,n01440764,1,0.9143791794776917,2.12382338057285,0.9143791794776917
100,n01484850,1,0.9434845447540283,2.0467153788513777,0.9434845447540283
101,n01491361,1,0.8288266062736511,2.11210104694193,0.0
102,n01484850,0,0.0,2.0903061257185556,0.0
103,n01443537,1,0.9058435559272766,2.070622788938635,0.9058435559272766
104,n01494475,0,0.0,2.0788250602012703,0.6563220620155334
105,n01494475,1,0.9113375544548035,2.0840319072554156,0.9113375544548035
106,n01494475,1,0.9142042994499207,2.0711260095881667,0.9142042994499207
107,n01440764,1,0.9197710156440735,2.0019879145185717,0.9197710156440735
108,n01484850,1,0.9506241679191589,2.061024507596964,0.9506241679191589
109,n01443537,1,0.9779453873634338,2.0763910857031345,0.9779453873634338
110,n01484850,1,0.8733193874359131,2.102468189597339,0.8733193874359131
111,n01484850,1,0.8912243247032166,2.0832958762241787,0.8912243247032166
112,n01443537,1,0.9324379563331604,2.0566266359201553,0.9324379563331604
113,n01443537,0,0.0,2.0728013297743155,0.0
114,n01440764,1,0.7730922102928162,2.0947824416880727,0.7730922102928162
115,n01494475,1,0.8490040302276611,2.0987558700004563,0.8490040302276611
116,n01443537,1,0.9337611794471741,2.0906775051359996,0.9337611794471741
117,n01484850,1,0.912773847579956,2.0733994915785794,0.0
118,n01440764,1,0.9270169734954834,2.135827839083528,0.9270169734954834
119,n01443537,1,0.9170136451721191,2.0463476398312266,0.9170136451721191
120,n01484850,1,0.9560840725898743,2.0729856439770318,0.9560840725898743
121,n01491361,0,0.0,2.0696131768562753,0.6625545024871826
122,n01484850,0,0.0,2.0584007532567177,0.9353419542312622
123,n01491361,0,0.0,2.0143446609384874,0.5625583529472351
124,n01484850,0,0.0,2.114708777049384,0.7131548523902893
125,n01440764,1,0.9239422082901001,2.0632606454956846,0.9239422082901001
126,n01443537,1,0.9387823343276978,2.077507915961579,0.9387823343276978
127,n01491361,1,0.9250246286392212,2.021367936871613,0.9250246286392212
128,n01443537,0,0.0,2.0704103622734378,0.0
129,n01443537,1,0.9329061508178711,2.066026294923629,0.9329061508178711
130,n01440764,0,0.0,2.0702607809723252,0.0
131,n01494475,1,0.8801782131195068,2.0711122538863953,0.8801782131195068
132,n01443537,1,0.9113763570785522,2.0364075154132797,0.9113763570785522
133,n01494475,1,0.8992818593978882,2.0910075886847186,0.8992818593978882
134,n01491361,1,0.9280325770378113,2.0690203877642794,0.9280325770378113
135,n01494475,1,0.94408118724823,2.1047043007143937,0.94408118724823
136,n01491361,0,0.0,2.1030558657366023,0.7840745449066162
137,n01491361,1,0.9280325770378113,2.0768462347118297,0.9280325770378113
138,n01484850,1,0.9060882925987244,2.0945569677015348,0.9060882925987244
139,n01484850,1,0.6435514688491821,2.0314968689307564,0.6435514688491821
140,n01440764,1,0.9607550501823425,2.0880676084957965,0.9607550501823425
141,n01443537,1,0.9210174083709717,2.039171617591476,0.9210174083709717
142,n01484850,1,0.8067922592163086,1.9087767292725528,0.8067922592163086
143,n01440764,1,0.9376912117004395,2.034215918628724,0.9376912117004395
144,n01443537,1,0.9327687621116638,1.9845702998543737,0.9327687621116638
145,n01491361,0,0.0,2.0533961687326276,0.9105033874511719
146,n01491361,1,0.8246415853500366,2.076686985647621,0.8246415853500366
147,n01494475,1,0.9110466837882996,1.7755975062840814,0.9110466837882996
148,n01484850,1,0.9450300931930542,2.0658427602457015,0.9450300931930542
149,n01484850,1,0.9419156908988953,2.0090727483472097,0.9419156908988953
150,n01491361,1,0.9368229508399963,2.112247345911818,0.9368229508399963
151,n01443537,1,0.9276391863822937,2.1098007151326135,0.9276391863822937
152,n01494475,1,0.904329240322113,2.015378872710988,0.904329240322113
153,n01494475,1,0.8911974430084229,2.0880393223332723,0.8911974430084229
154,n01484850,1,0.5645622611045837,2.0718225697406165,0.5645622611045837
155,n01440764,0,0.0,2.1069616259884247,0.0
156,n01494475,1,0.9153211712837219,2.0829044120583426,0.9153211712837219
157,n01484850,1,0.907357394695282,2.0371460123114655,0.907357394695282
158,n01494475,1,0.9043819904327393,2.1184695895734023,0.9043819904327393
159,n01484850,0,0.0,2.0671740076910936,0.7356477975845337
160,n01443537,1,0.6932697892189026,2.0984605243251244,0.6932697892189026
161,n01491361,1,0.9660389423370361,2.048254188633185,0.9660389423370361
162,n01494475,0,0.0,2.045813390608697,0.6085475087165833
163,n01443537,1,0.9195032715797424,2.06310045311965,0.9195032715797424
164,n01484850,1,0.9179463982582092,1.9912321971029665,0.9179463982582092
165,n01443537,1,0.9217594265937805,2.105071186792582,0.9217594265937805
166,n01494475,1,0.9186885952949524,2.1043675350599895,0.9186885952949524
167,n01440764,1,0.9160529375076294,2.113346152382584,0.9160529375076294
168,n01494475,1,0.9121689796447754,2.1625708710207294,0.0
169,n01491361,1,0.9354134202003479,2.0839660168267806,0.9354134202003479
