start_time,end_time,response_time,service_name,inference,model_name,label,image_id,file_name
1731615028.8058066,1731615029.5978005,0.7919938564300537,inference_service,n01582220_0.919945240020752,NASNetLarge,n01582220,26114,n01582220_26114
1731615029.601032,1731615029.9649036,0.3638715744018554,inference_service,n01582220_0.9135750532150269,NASNetLarge,n01582220,35923,n01582220_35923
1731615030.4053228,1731615030.7799487,0.3746259212493896,inference_service,n01582220_0.9214826822280884,NASNetLarge,n01582220,7114,n01582220_7114
1731615031.2062309,1731615031.5843458,0.3781149387359619,inference_service,n01582220_0.9196960926055908,NASNetLarge,n01582220,1809,n01582220_1809
1731615031.993932,1731615032.3687437,0.3748116493225097,inference_service,n01582220_0.8581789135932922,NASNetLarge,n01582220,6866,n01582220_6866
1731615032.781893,1731615033.1552606,0.3733675479888916,inference_service,n01582220_0.9079889059066772,NASNetLarge,n01582220,6276,n01582220_6276
1731615033.5962486,1731615033.972376,0.3761272430419922,inference_service,n01582220_0.9221518635749817,NASNetLarge,n01582220,517,n01582220_517
1731615034.405277,1731615034.7813773,0.3761003017425537,inference_service,n01582220_0.9007481336593628,NASNetLarge,n01582220,4895,n01582220_4895
1731615035.2089734,1731615035.5927303,0.3837568759918213,inference_service,n01608432_0.335591197013855_n01806567_0.3142112195491791,NASNetLarge,n01582220,4950,n01582220_4950
1731615035.9938056,1731615036.366052,0.3722462654113769,inference_service,n01582220_0.9153358340263367,NASNetLarge,n01582220,25333,n01582220_25333
1731615036.787855,1731615037.1707053,0.3828506469726562,inference_service,n01582220_0.912710964679718,NASNetLarge,n01582220,5768,n01582220_5768
1731615037.6023731,1731615037.978357,0.3759839534759521,inference_service,n01582220_0.8699166774749756,NASNetLarge,n01582220,359,n01582220_359
1731615038.4004502,1731615038.7720585,0.3716082572937011,inference_service,n01582220_0.9037261009216309,NASNetLarge,n01582220,6980,n01582220_6980
1731615039.1894634,1731615039.5616314,0.3721680641174316,inference_service,n01582220_0.9077932834625244,NASNetLarge,n01582220,32562,n01582220_32562
1731615039.9975984,1731615040.3696375,0.3720390796661377,inference_service,n01582220_0.9186558127403259,NASNetLarge,n01582220,34111,n01582220_34111
1731615040.80528,1731615041.1641035,0.3588235378265381,inference_service,n01582220_0.9250440001487732,NASNetLarge,n01582220,11503,n01582220_11503
1731615041.6027708,1731615041.984648,0.3818771839141845,inference_service,n01582220_0.9072999954223633,NASNetLarge,n01582220,4777,n01582220_4777
1731615042.4070497,1731615042.788982,0.381932258605957,inference_service,n01582220_0.9123900532722473,NASNetLarge,n01582220,1287,n01582220_1287
1731615043.215578,1731615043.5901067,0.3745286464691162,inference_service,n01582220_0.9339887499809265,NASNetLarge,n01582220,2905,n01582220_2905
1731615044.0054169,1731615044.3828497,0.3774328231811523,inference_service,n01582220_0.9149042367935181,NASNetLarge,n01582220,33893,n01582220_33893
1731615044.7895083,1731615045.1655166,0.3760082721710205,inference_service,n01582220_0.9147826433181763,NASNetLarge,n01582220,11320,n01582220_11320
1731615045.6050346,1731615045.979297,0.3742623329162597,inference_service,n01582220_0.9066898226737976,NASNetLarge,n01582220,9200,n01582220_9200
1731615046.405372,1731615046.781975,0.3766028881072998,inference_service,n01582220_0.9134331345558167,NASNetLarge,n01582220,11073,n01582220_11073
1731615047.1948712,1731615047.5770454,0.3821742534637451,inference_service,n01582220_0.8056996464729309,NASNetLarge,n01582220,4885,n01582220_4885
1731615048.0074694,1731615048.3835225,0.3760528564453125,inference_service,n01582220_0.90379798412323,NASNetLarge,n01582220,5044,n01582220_5044
1731615048.78923,1731615049.165774,0.3765437602996826,inference_service,n01582220_0.9378787279129028,NASNetLarge,n01582220,6876,n01582220_6876
1731615049.609646,1731615049.9777434,0.3680973052978515,inference_service,n01582220_0.9211806058883667,NASNetLarge,n01582220,210,n01582220_210
1731615050.4089422,1731615050.78239,0.3734478950500488,inference_service,n01582220_0.9028196334838867,NASNetLarge,n01582220,2239,n01582220_2239
1731615051.2131176,1731615051.5885909,0.3754732608795166,inference_service,n01582220_0.9199337363243103,NASNetLarge,n01582220,6453,n01582220_6453
1731615051.9976535,1731615052.375774,0.3781204223632812,inference_service,n01582220_0.8930013179779053,NASNetLarge,n01582220,3192,n01582220_3192
1731615052.796602,1731615053.1687794,0.3721773624420166,inference_service,n01582220_0.885971188545227,NASNetLarge,n01582220,3885,n01582220_3885
1731615053.6101222,1731615053.9912374,0.381115198135376,inference_service,n01582220_0.9189509749412537,NASNetLarge,n01582220,4562,n01582220_4562
1731615054.4118176,1731615054.7897189,0.3779013156890869,inference_service,n01582220_0.9211104512214661,NASNetLarge,n01582220,10651,n01582220_10651
1731615055.2160916,1731615055.592619,0.3765273094177246,inference_service,n01582220_0.8782799243927002,NASNetLarge,n01582220,6240,n01582220_6240
1731615056.0129776,1731615056.3842218,0.3712441921234131,inference_service,n01582220_0.9654555916786194,NASNetLarge,n01582220,352,n01582220_352
1731615056.9255352,1731615057.3022034,0.3766682147979736,inference_service,n01582220_0.9163947701454163,NASNetLarge,n01582220,1568,n01582220_1568
1731615057.5979793,1731615057.9686136,0.3706343173980713,inference_service,n01582220_0.900945782661438,NASNetLarge,n01582220,17648,ILSVRC2012_val_00017648_n01582220
1731615058.4259627,1731615058.8015754,0.375612735748291,inference_service,n01582220_0.9118323922157288,NASNetLarge,n01582220,11041,n01582220_11041
1731615059.2254157,1731615059.6010952,0.3756794929504394,inference_service,n01582220_0.9133614897727966,NASNetLarge,n01582220,2365,n01582220_2365
1731615060.020481,1731615060.4016554,0.381174087524414,inference_service,n01824575_0.8128547072410583,NASNetLarge,n01582220,5931,n01582220_5931
1731615060.8097212,1731615061.1796658,0.3699445724487304,inference_service,n01582220_0.9190483093261719,NASNetLarge,n01582220,1798,n01582220_1798
1731615061.6197212,1731615061.9902644,0.3705432415008545,inference_service,n01582220_0.9305487871170044,NASNetLarge,n01582220,500,n01582220_500
1731615062.4206746,1731615062.8008215,0.3801469802856445,inference_service,n01582220_0.9290544390678406,NASNetLarge,n01582220,13036,n01582220_13036
1731615063.2067056,1731615063.5796502,0.3729445934295654,inference_service,n01582220_0.9016409516334534,NASNetLarge,n01582220,34628,n01582220_34628
1731615064.0106435,1731615064.3830886,0.3724451065063476,inference_service,n01582220_0.928819477558136,NASNetLarge,n01582220,4053,n01582220_4053
1731615064.8080986,1731615065.1859255,0.3778271675109863,inference_service,n01582220_0.929607629776001,NASNetLarge,n01582220,3195,n01582220_3195
1731615065.6159077,1731615065.9922786,0.376370906829834,inference_service,n01582220_0.9052289128303528,NASNetLarge,n01582220,8843,n01582220_8843
1731615066.421195,1731615066.7928095,0.3716144561767578,inference_service,n01582220_0.906079888343811,NASNetLarge,n01582220,704,n01582220_704
