,time_stamp,label,accuracy,confidence,file_name,reponse_time
0,1731876672.968519,n01491361,1,0.8434603810310364,n01491361_7316,1.3726405530105268
1,1731876672.9755664,n01491361,1,0.806429922580719,n01491361_13464,1.3749393383659152
2,1731876672.9827583,n01484850,1,0.9127802848815918,n01484850_28001,1.371503401438975
3,1731876672.9897342,n01443537,1,0.9296385049819946,ILSVRC2012_val_00019459_n01443537,1.368970782666219
4,1731876672.9962358,n01491361,1,0.8880109786987305,n01491361_12140,1.3761877888392642
5,1731876673.003674,n01484850,1,0.8887434601783752,n01484850_2578,1.373926642700964
6,1731876673.0111885,n01443537,1,0.8550536632537842,n01443537_23455,1.370377476200965
7,1731876673.0181136,n01494475,1,0.9075907468795776,n01494475_16307,1.3785070410167743
8,1731876673.0250616,n01484850,1,0.8692314624786377,n01484850_1476,1.371595788676288
9,1731876673.0321634,n01484850,1,0.8508719801902771,ILSVRC2012_val_00037050_n01484850,1.3733628060045369
10,1731876673.038772,n01491361,1,0.5642543435096741,n01491361_9368,1.3768570564427172
11,1731876673.0456889,n01440764,1,0.8941850066184998,n01440764_11350,1.376784310832459
12,1731876673.0525844,n01440764,1,0.9108976125717163,n01440764_14150,1.373664247937554
13,1731876673.0594923,n01484850,1,0.9176481366157532,n01484850_25506,1.3718080583931997
14,1731876673.0663362,n01491361,0,0.0,n01491361_946,1.3685673683836708
15,1731876673.0728512,n01484850,1,0.8955090045928955,n01484850_23994,1.3631656704185047
16,1731876673.0797553,n01491361,1,0.3673114478588104,n01491361_8688,1.3958733009894977
17,1731876673.0866547,n01443537,1,0.9146553874015808,n01443537_860,1.3712882268559106
18,1731876673.0929961,n01440764,1,0.9226177930831909,n01440764_11400,1.3684275662105505
19,1731876673.099991,n01443537,1,0.8913008570671082,n01443537_20388,1.3732985568740466
20,1731876673.106824,n01440764,1,0.9301616549491882,n01440764_16957,1.3674436381632933
21,1731876673.1137626,n01440764,1,0.919998824596405,n01440764_13035,1.3722226412163394
22,1731876673.120704,n01440764,1,0.9026279449462891,n01440764_1278,1.3694185094009506
23,1731876673.1279347,n01440764,1,0.9184576272964478,ILSVRC2012_val_00002138_n01440764,1.3668365197469108
24,1731876673.1345398,n01440764,1,0.9226740002632141,n01440764_11155,1.3661061343909298
25,1731876673.1416008,n01494475,1,0.9176601767539978,n01494475_5034,1.3685561904287717
26,1731876673.1488535,n01484850,1,0.9157571792602539,n01484850_16221,1.3625599416323608
27,1731876673.1558464,n01443537,1,0.9112346172332764,n01443537_22454,1.3691762873675322
28,1731876673.1628292,n01440764,1,0.9187065958976746,n01440764_9572,1.3683093297833715
29,1731876673.1699457,n01440764,1,0.49980565905570984,n01440764_7629,1.3738465900368155
30,1731876673.176893,n01491361,1,0.8870766758918762,n01491361_8285,1.3729684148566188
31,1731876673.1840315,n01494475,1,0.9260461926460266,n01494475_7594,1.3768492268518189
32,1731876673.1911538,n01494475,1,0.8999887704849243,n01494475_2947,1.3789919795909282
33,1731876673.1982384,n01484850,1,0.8982506990432739,n01484850_11561,1.3708707643716547
34,1731876673.2051895,n01494475,1,0.9053775072097778,n01494475_8061,1.3736485533309006
35,1731876673.2123199,n01494475,1,0.9251614212989807,n01494475_3495,1.3706850038801384
36,1731876673.2194839,n01443537,1,0.9181920289993286,n01443537_3767,1.3732924360616596
37,1731876673.2266514,n01491361,1,0.8236598372459412,n01491361_3392,1.3694100625359524
38,1731876673.2338457,n01484850,1,0.9178003668785095,n01484850_4735,1.373613192359455
39,1731876673.241029,n01440764,1,0.9107607007026672,n01440764_3509,1.3656681283098082
40,1731876673.2482073,n01440764,1,0.9165924191474915,n01440764_32420,1.3636173780529512
41,1731876673.2551775,n01440764,1,0.9026626348495483,n01440764_1379,1.3781226920777583
42,1731876673.2622743,n01491361,0,0.0,n01491361_1608,1.371118145353331
43,1731876673.2692156,n01443537,1,0.8769850730895996,n01443537_14020,1.3789402763808458
44,1731876673.276173,n01491361,1,0.8924119472503662,n01491361_6640,1.3623589985408124
45,1731876673.283254,n01491361,1,0.8678432106971741,n01491361_3891,1.37251593074
46,1731876673.290446,n01491361,0,0.0,n01491361_8512,1.3615817576790379
47,1731876673.297512,n01443537,1,0.9130178689956665,n01443537_21922,1.3700246989842715
48,1731876673.3044112,n01484850,1,0.8990993499755859,n01484850_23159,1.3674797541202148
49,1731876673.3114069,n01484850,1,0.9172678589820862,n01484850_16730,1.3695449298425173
50,1731876673.3184052,n01440764,1,0.9187847971916199,n01440764_14342,1.3797236163850284
51,1731876673.325358,n01443537,1,0.9218063950538635,n01443537_3697,1.37360967954727
52,1731876673.3325415,n01440764,1,0.9163175821304321,n01440764_6524,1.3764404766159857
53,1731876673.3397472,n01491361,1,0.8974926471710205,n01491361_8141,1.3809784046771336
54,1731876673.3469036,n01491361,0,0.0,n01491361_851,1.3679476288692554
55,1731876673.3534608,n01494475,1,0.8867990970611572,n01494475_6811,1.3579531874242994
56,1731876673.3606205,n01491361,1,0.9107952117919922,n01491361_6769,1.3871731875236581
57,1731876673.3677251,n01484850,1,0.9379940032958984,n01484850_19572,1.3781934338571706
58,1731876673.3745837,n01440764,1,0.629130482673645,n01440764_10744,1.3781621249725158
