,label,accuracy,confidence,response_time,contribution
7325,n01443537,1,0.9995928406715393,0.4346966699080776,0.9995928406715393
7326,n01491361,0,0.0,0.39937984011623207,0.0
7327,n01443537,1,0.9994168281555176,0.4280843069746993,0.9994168281555176
7328,n01440764,1,0.9967448711395264,0.42195008091179265,0.9967448711395264
7329,n01491361,1,0.9948864579200745,0.4069037307067363,0.9948864579200745
7330,n01440764,1,0.9994615912437439,0.42896468125411935,0.9994615912437439
7331,n01491361,0,0.0,0.4012974175195821,0.8487848043441772
7332,n01496331,1,0.9986476302146912,0.429398383651097,0.9986476302146912
7333,n01484850,1,0.8873996734619141,0.41596153372578687,0.8873996734619141
7334,n01443537,1,0.9993245601654053,0.42912583260227216,0.9993245601654053
7335,n01496331,1,0.475164532661438,0.4436531997748286,0.475164532661438
7336,n01484850,1,0.5138299465179443,0.3928946102866606,0.5138299465179443
7337,n01484850,1,0.5622953772544861,0.4121496554641791,0.5622953772544861
7338,n01496331,1,0.9751142859458923,0.4301570850145508,0.9751142859458923
7339,n01491361,1,0.9856917262077332,0.40172733434950747,0.9856917262077332
7340,n01440764,1,0.9967380166053772,0.42011964171957455,0.9967380166053772
7341,n01491361,0,0.0,0.40936380819255014,0.86620032787323
7342,n01484850,0,0.0,0.4367006534981835,0.0
7343,n01443537,1,0.99985671043396,0.3893419176473208,0.99985671043396
7344,n01491361,1,0.6256612539291382,0.39657237275713253,0.6256612539291382
7345,n01496331,1,0.9521275162696838,0.4220411070844382,0.9521275162696838
7346,n01443537,1,0.9999563694000244,0.3945350474847454,0.9999563694000244
7347,n01440764,1,0.9792640805244446,0.43933117890454565,0.9792640805244446
7348,n01440764,1,0.4185240566730499,0.435906520451584,0.4185240566730499
7349,n01484850,1,0.7005472183227539,0.4260653484426616,0.0
