,label,accuracy,confidence,response_time,contribution
510600,n01440764,1,0.9328824877738953,0.34592988055490664,0.9328824877738953
510601,n01440764,1,0.9301420450210571,0.34452592547488403,0.9301420450210571
510602,n01491361,1,0.9061740636825562,0.30267192681391863,0.9061740636825562
510603,n01440764,1,0.9202492237091064,0.3549270267853357,0.9202492237091064
510604,n01443537,1,0.9370352029800415,0.3490296062501647,0.9370352029800415
510605,n01440764,1,0.9391282200813293,0.31162471375275214,0.9391282200813293
510606,n01440764,1,0.9195024371147156,0.3320808627155027,0.9195024371147156
510607,n01440764,1,0.9056872725486755,0.3054938390321164,0.9056872725486755
510608,n01491361,1,0.9065186381340027,0.3152737261612644,0.9065186381340027
510609,n01491361,1,0.9052360653877258,0.35734292427163844,0.9052360653877258
510610,n01484850,1,0.8721415400505066,0.3484924837913878,0.8721415400505066
510611,n01440764,1,0.9114313125610352,0.21555366931892356,0.9114313125610352
510612,n01491361,1,0.8899337649345398,0.3301008308540264,0.8899337649345398
510613,n01491361,1,0.8739960789680481,0.3186086651230168,0.8739960789680481
510614,n01443537,1,0.9237620234489441,0.32005829921728446,0.9237620234489441
510615,n01440764,1,0.9095224142074585,0.3075028770245185,0.9095224142074585
510616,n01484850,1,0.8935559988021851,0.3292039968684822,0.8935559988021851
510617,n01440764,1,0.9128736853599548,0.3509928501758678,0.9128736853599548
510618,n01484850,1,0.9195276498794556,0.33738043605012696,0.9195276498794556
510619,n01484850,1,0.8350030183792114,0.3320002525732414,0.8350030183792114
510620,n01491361,1,0.8401375412940979,0.32455140665252474,0.8401375412940979
510621,n01484850,1,0.9092560410499573,0.3489227626008766,0.9092560410499573
510622,n01440764,1,0.9193323254585266,0.3445044982710951,0.9193323254585266
510623,n01484850,1,0.8570529222488403,0.32979525256680775,0.8570529222488403
510624,n01496331,0,0.0,0.3187162780999212,0.819137454032898
510625,n01491361,1,0.9075028896331787,0.29894895870918253,0.9075028896331787
510626,n01491361,1,0.8512485027313232,0.3666098306774707,0.8512485027313232
