label,accuracy,confidence,response_time,contribution
n01484850,1,0.9204543828964233,7.114131330029372,0.9204543828964233
n01484850,1,0.779183030128479,7.1773840690897295,0.779183030128479
n01494475,1,0.8461247682571411,7.128717303256943,0.8461247682571411
n01440764,1,0.8681044578552246,7.126296503350496,0.8681044578552246
n01440764,1,0.7741051912307739,7.142513695320388,0.7741051912307739
n01443537,1,0.8195046782493591,7.1185092579598175,0.8195046782493591
n01484850,1,0.7930346727371216,7.136972162054838,0.7930346727371216
n01440764,1,0.8153675198554993,7.125757437015102,0.8153675198554993
n01491361,1,0.650662899017334,7.1399271092096,0.650662899017334
n01440764,1,0.8353298902511597,7.080660425823241,0.8353298902511597
n01443537,1,0.4718853533267975,7.129676153325271,0.4718853533267975
n01443537,1,0.7493770122528076,7.129583488169402,0.0
n01440764,1,0.8186022043228149,7.140749021361937,0.8186022043228149
n01494475,1,0.8393421769142151,7.1480286898235255,0.8393421769142151
n01440764,1,0.8340871334075928,7.123186560031977,0.8340871334075928
n01494475,1,0.601557731628418,7.11887627128399,0.601557731628418
n01484850,1,0.7888672351837158,7.151645627728065,0.7888672351837158
n01494475,1,0.8931605815887451,7.1487698106307835,0.8931605815887451
n01484850,1,0.7394200563430786,7.160130317347863,0.0
n01440764,1,0.8469060659408569,7.098445335494227,0.8469060659408569
n01494475,1,0.8246133923530579,7.122618727605366,0.8246133923530579
n01494475,1,0.8306746482849121,7.122579364142374,0.8306746482849121
n01484850,1,0.7393146753311157,7.106973939095066,0.7393146753311157
n01494475,1,0.8427971005439758,7.345639361827125,0.8427971005439758
n01440764,1,0.8546333909034729,7.098626482288848,0.8546333909034729
n01494475,1,0.718874454498291,7.115978767277369,0.0
n01491361,1,0.6518523097038269,7.1119654020587735,0.6518523097038269
n01494475,1,0.8370198607444763,7.112762635544698,0.8370198607444763
n01440764,1,0.8295720815658569,7.172602831776768,0.8295720815658569
n01491361,1,0.334794819355011,7.130987099004061,0.334794819355011
n01491361,1,0.41609257459640503,7.153413252048869,0.41609257459640503
n01440764,1,0.8517537713050842,7.090729161733646,0.8517537713050842
n01443537,1,0.8370261192321777,7.113566848680932,0.8370261192321777
n01484850,1,0.5400828719139099,7.123240507779528,0.0
n01443537,1,0.8477503657341003,7.076277123238577,0.8477503657341003
n01491361,0,0.0,7.130269921038069,0.0
n01494475,0,0.0,7.128869230395019,0.0
n01443537,1,0.852085530757904,7.109272988150523,0.852085530757904
n01491361,1,0.3994755446910858,7.095573066864939,0.0
n01491361,1,0.7184786200523376,7.120916150282902,0.7184786200523376
n01494475,1,0.856539785861969,6.958896179045523,0.856539785861969
n01494475,1,0.8650336861610413,7.117053274959012,0.8650336861610413
n01484850,1,0.6035062074661255,7.105018500352574,0.0
n01440764,1,0.8396413326263428,7.144230319492104,0.8396413326263428
n01491361,1,0.8294181823730469,7.073282712019677,0.8294181823730469
n01440764,1,0.8323818445205688,7.109892565248187,0.0
