label,accuracy,confidence,response_time,contribution
n01484850,1,0.8722257018089294,1.3690793235905374,0.8722257018089294
n01443537,1,0.9997079968452454,1.35937606810184,0.9997079968452454
n01440764,1,0.9999222755432129,1.3914778397714935,0.9999222755432129
n01491361,1,0.6929411888122559,1.38225162016783,0.6929411888122559
n01494475,1,0.9596598148345947,1.3980801265191345,0.9596598148345947
n01440764,1,0.997951090335846,1.3655339462569374,0.997951090335846
n01494475,0,0.0,1.3273342550743241,0.0
n01484850,0,0.0,1.3639928854959442,0.9013569355010986
n01491361,0,0.0,1.3770270399652853,0.0
n01491361,0,0.0,1.3765972837109801,0.9352762699127197
n01494475,1,0.834280252456665,1.3723442961658614,0.834280252456665
n01484850,1,0.35217320919036865,1.344077152809134,0.35217320919036865
n01440764,1,0.9985137581825256,1.3581018320486844,0.9985137581825256
n01443537,1,0.9999923706054688,1.3643971196869777,0.9999923706054688
n01484850,1,0.45683395862579346,1.3743850709907373,0.45683395862579346
n01491361,1,0.9761945009231567,1.3813012399521507,0.9761945009231567
n01484850,0,0.0,1.3603599223066787,0.39861220121383667
n01491361,0,0.0,1.3600037357489927,0.35724613070487976
n01494475,1,0.9646229147911072,1.3563587338898313,0.9646229147911072
n01440764,1,0.6656989455223083,1.3739317347669342,0.6656989455223083
n01491361,0,0.0,1.3995244335979147,0.0
n01443537,1,0.9999340772628784,1.2304380418770258,0.9999340772628784
n01494475,1,0.8727876543998718,1.3734273538762864,0.8727876543998718
n01443537,1,0.9994035959243774,1.3401684288338047,0.9994035959243774
n01491361,0,0.0,1.3594908161304784,0.0
n01491361,0,0.0,1.35733928451176,0.0
n01494475,1,0.8482518792152405,1.3601120449717174,0.8482518792152405
n01491361,1,0.49060961604118347,1.3732906729686785,0.49060961604118347
n01494475,1,0.7827337980270386,1.3571480842346835,0.7827337980270386
n01484850,1,0.37633270025253296,1.4989641369488635,0.37633270025253296
n01440764,0,0.0,1.3622805857057125,0.0
n01491361,0,0.0,1.3705056768441606,0.0
n01484850,0,0.0,1.3537455128797065,0.0
n01440764,0,0.0,1.3346799281316466,0.5985556840896606
n01484850,1,0.8867462277412415,1.391416342078942,0.8867462277412415
n01440764,1,0.37229210138320923,1.3974358197320753,0.37229210138320923
n01440764,1,0.9990033507347107,1.3964659533952914,0.9990033507347107
n01484850,0,0.0,1.3491185391063725,0.0
n01440764,1,0.9842457175254822,1.3695228503897177,0.9842457175254822
n01484850,1,0.8957424163818359,1.357308968485832,0.8957424163818359
n01443537,1,0.9999866485595703,1.3472456288659518,0.9999866485595703
n01440764,1,0.999994158744812,1.3512718049640964,0.999994158744812
n01484850,1,0.7104871273040771,1.3706798909789066,0.7104871273040771
n01491361,0,0.0,1.370281924952139,0.0
n01484850,0,0.0,1.3642540061199482,0.0
n01440764,1,0.8867518901824951,1.36524947069422,0.8867518901824951
n01440764,0,0.0,1.3615564409871688,0.0
n01443537,1,0.9998447895050049,1.3732363151923408,0.9998447895050049
n01484850,1,0.9049734473228455,1.3456600682234943,0.9049734473228455
n01491361,1,0.985016942024231,1.3702514646934527,0.985016942024231
n01440764,1,0.9912927746772766,1.3645450763926108,0.9912927746772766
n01484850,1,0.938545286655426,1.3573251963752,0.938545286655426
n01494475,0,0.0,1.373798935734968,0.0
n01443537,1,0.9995120763778687,1.3259086012285262,0.9995120763778687
n01494475,1,0.8978927731513977,1.3544706022670288,0.8978927731513977
n01440764,1,0.571433961391449,1.39000917371876,0.571433961391449
n01491361,1,0.8525829315185547,1.3414869257405009,0.8525829315185547
n01491361,1,0.6780143976211548,1.3636663882016493,0.6780143976211548
n01440764,0,0.0,1.377137737456638,0.0
n01443537,1,0.9996957778930664,1.3460018141505532,0.9996957778930664
n01443537,0,0.0,1.3643986228267808,0.0
n01440764,0,0.0,1.3465189611855768,0.0
n01491361,1,0.6897305846214294,1.3585717562453952,0.6897305846214294
n01484850,0,0.0,1.3526068304230487,0.0
n01491361,0,0.0,1.3696835408908916,0.0
n01491361,1,0.4026440978050232,1.3436587113789182,0.4026440978050232
n01440764,0,0.0,1.3790338998964347,0.0
n01484850,1,0.30732232332229614,1.3281587609631789,0.30732232332229614
n01440764,1,0.9954297542572021,1.335216139137899,0.9954297542572021
n01494475,0,0.0,1.3722732756385676,0.0
n01491361,1,0.9074563384056091,1.3403373815333484,0.9074563384056091
n01440764,1,0.9938409328460693,1.3641087962716698,0.9938409328460693
n01494475,0,0.0,1.3830381589017333,0.0
n01440764,1,0.9992375373840332,1.3770734737770405,0.9992375373840332
n01491361,0,0.0,1.366380085435988,0.0
n01443537,1,0.9830695390701294,1.3968927928421873,0.9830695390701294
n01491361,1,0.6853727698326111,1.36932843829448,0.6853727698326111
n01491361,0,0.0,1.3679974891462787,0.7900305986404419
n01491361,1,0.9446957111358643,1.382699004022148,0.9446957111358643
n01484850,0,0.0,1.3860942451064553,0.0
n01484850,1,0.8740441203117371,1.377580736746916,0.8740441203117371
n01443537,0,0.0,1.344137762912657,0.0
n01443537,1,0.9999841451644897,1.3700196724586122,0.9999841451644897
n01440764,1,0.5898149013519287,1.3785067803401394,0.5898149013519287
n01484850,1,0.635145366191864,1.3800140173889448,0.635145366191864
n01491361,0,0.0,1.355733114811788,0.0
n01484850,1,0.5303784608840942,1.3822879022443335,0.5303784608840942
n01443537,1,0.9947587847709656,1.3622661523883064,0.9947587847709656
n01494475,1,0.9023504257202148,1.3690977722649993,0.9023504257202148
n01484850,1,0.31787893176078796,1.3657968882031495,0.31787893176078796
n01443537,0,0.0,1.3632336120271333,0.0
n01491361,1,0.3799639344215393,1.3817115578238703,0.3799639344215393
n01491361,1,0.861807644367218,1.3644968993723003,0.861807644367218
n01443537,1,0.995506763458252,1.3746974924339914,0.995506763458252
n01443537,0,0.0,1.3549579463435513,0.0
n01440764,1,0.9998190999031067,1.3518220083495909,0.9998190999031067
n01443537,1,0.9986861348152161,1.3579981457623207,0.9986861348152161
n01494475,0,0.0,1.3847141308646689,0.0
n01484850,1,0.938545286655426,1.346329457804633,0.938545286655426
n01494475,1,0.7247927188873291,1.384134563591846,0.7247927188873291
n01494475,1,0.7657546401023865,1.3737685845979606,0.7657546401023865
n01484850,1,0.980034351348877,1.3843155581945474,0.980034351348877
n01484850,0,0.0,1.3490769418335307,0.0
n01484850,0,0.0,1.3589392353953345,0.0
n01484850,1,0.883053183555603,1.3354378781143563,0.883053183555603
n01443537,1,0.9999045133590698,1.3691292515367914,0.9999045133590698
n01491361,1,0.9269435405731201,1.3690827585468206,0.9269435405731201
n01494475,1,0.7762935757637024,1.3729104103977166,0.7762935757637024
n01443537,1,0.999131977558136,1.3725668913434392,0.999131977558136
n01443537,1,0.9999997615814209,1.3835192166901142,0.9999997615814209
n01443537,0,0.0,1.3746809094315073,0.0
n01494475,1,0.9750710129737854,1.374422216763931,0.9750710129737854
n01484850,1,0.7147305607795715,1.3650127159147212,0.7147305607795715
n01491361,1,0.8620997071266174,1.387744844104113,0.8620997071266174
n01491361,1,0.8324348330497742,1.3633017046694587,0.8324348330497742
n01484850,0,0.0,1.390859834429217,0.39861220121383667
n01443537,1,0.7820844650268555,1.357863088842729,0.7820844650268555
n01440764,1,0.9999995231628418,1.3584046579678843,0.9999995231628418
n01491361,1,0.5065458416938782,1.3425826468891333,0.5065458416938782
n01484850,0,0.0,1.3768726872019277,0.0
n01484850,1,0.7170823812484741,1.3832642340756376,0.7170823812484741
n01484850,1,0.9940745234489441,1.3724693846290719,0.9940745234489441
n01440764,0,0.0,1.366815372523649,0.6834688186645508
n01491361,1,0.9928758144378662,1.3595043389918642,0.9928758144378662
n01484850,1,0.8201491236686707,1.3423138275256106,0.8201491236686707
n01484850,0,0.0,1.3678542200104427,0.3744312524795532
n01491361,0,0.0,1.3633477208004963,0.5238100290298462
n01443537,0,0.0,1.3512866107522943,0.0
n01440764,1,0.6549317836761475,1.3452081919123582,0.6549317836761475
n01491361,1,0.7520579695701599,1.3671363565036265,0.7520579695701599
n01494475,0,0.0,1.400178302390722,0.0
n01484850,1,0.5953129529953003,1.3524216461011798,0.5953129529953003
n01484850,1,0.9209676384925842,1.3727603652350548,0.9209676384925842
n01440764,1,0.9975727200508118,1.3961341052928193,0.9975727200508118
n01443537,0,0.0,1.3834699263768997,0.0
n01494475,1,0.9879046678543091,1.387769834272287,0.9879046678543091
n01440764,0,0.0,1.3713157580248927,0.0
n01443537,1,0.6761350631713867,1.360765219238999,0.6761350631713867
n01484850,1,0.9658370018005371,1.3776042971136448,0.9658370018005371
n01494475,1,0.5760369896888733,1.3591335101311808,0.5760369896888733
n01443537,1,0.9950850605964661,1.3592755513049144,0.9950850605964661
n01443537,1,0.999336302280426,1.3581997229554408,0.999336302280426
n01494475,0,0.0,1.364598456976466,0.0
n01440764,0,0.0,1.3555788098001644,0.0
n01494475,0,0.0,1.3530310197006827,0.0
n01484850,0,0.0,1.378390513923077,0.0
n01491361,0,0.0,1.3451428931501477,0.0
n01484850,1,0.3049328327178955,1.344426137486062,0.3049328327178955
n01491361,1,0.925132155418396,1.3894466030427683,0.925132155418396
n01494475,0,0.0,1.4321389742082526,0.0
n01443537,1,0.9999969005584717,1.388059833237914,0.9999969005584717
n01440764,1,0.9999325275421143,1.400686020222109,0.9999325275421143
n01443537,0,0.0,1.4018319552028653,0.9839363098144531
n01443537,1,0.9999994039535522,1.368838981190333,0.9999994039535522
n01494475,1,0.9043696522712708,1.3604964609510628,0.9043696522712708
n01494475,1,0.45378804206848145,1.3834660357951991,0.45378804206848145
n01440764,1,0.8940147161483765,1.3869986287140244,0.8940147161483765
n01491361,0,0.0,1.3527206048669467,0.0
n01443537,1,0.5067500472068787,1.3810044037005427,0.5067500472068787
n01491361,1,0.9557244777679443,1.3798850216242189,0.9557244777679443
n01440764,0,0.0,1.359487834037234,0.0
n01484850,0,0.0,1.3575385920822973,0.0
n01484850,0,0.0,1.3598673504094017,0.0
n01484850,1,0.7378739714622498,1.3766394462916056,0.0
n01443537,1,0.9153357148170471,1.3821221762585054,0.9153357148170471
n01494475,1,0.6588138341903687,1.3664636804411177,0.6588138341903687
n01440764,1,0.7471887469291687,1.377153448891481,0.7471887469291687
n01443537,1,0.6421710848808289,1.3693161411687418,0.6421710848808289
n01494475,1,0.7837592363357544,1.3579504193364356,0.7837592363357544
n01440764,1,0.9997513890266418,1.348485532450457,0.9997513890266418
n01494475,1,0.49726995825767517,1.3886834984546639,0.49726995825767517
n01494475,1,0.809735119342804,1.3702054129231853,0.809735119342804
n01484850,0,0.0,1.352220133419282,0.7236455678939819
n01440764,1,0.9828318953514099,1.3626900248100147,0.9828318953514099
n01484850,0,0.0,1.37063263993232,0.0
n01494475,0,0.0,1.376911142054186,0.0
n01440764,0,0.0,1.3732850229530777,0.0
n01491361,1,0.7113362550735474,1.3435446393230757,0.7113362550735474
n01494475,1,0.9801908135414124,1.3337332164423819,0.9801908135414124
n01491361,1,0.6295682191848755,1.3710481543151656,0.6295682191848755
n01491361,1,0.9925081133842468,1.3977713679134198,0.9925081133842468
n01494475,1,0.3175421357154846,1.3599907996967,0.3175421357154846
n01443537,1,0.9999995231628418,1.3538259005456734,0.9999995231628418
n01494475,1,0.8648719787597656,1.3711920142743597,0.8648719787597656
n01440764,1,0.7175295352935791,1.4126897829455953,0.0
n01443537,0,0.0,1.3763623827813742,0.0
n01484850,0,0.0,1.3658560175037195,0.0
n01443537,1,0.747855007648468,1.3768303251210872,0.747855007648468
n01491361,1,0.6702009439468384,1.3930259890507413,0.6702009439468384
n01484850,1,0.9602072834968567,1.3523869918890512,0.9602072834968567
n01443537,1,0.9933805465698242,1.3494702671481886,0.9933805465698242
n01494475,1,0.7066733241081238,1.3703890801879506,0.7066733241081238
n01494475,1,0.835538923740387,1.366457721716775,0.835538923740387
n01494475,0,0.0,1.375829007267412,0.0
n01491361,0,0.0,1.3523919840705831,0.0
n01440764,1,0.3854292333126068,1.541992255486273,0.3854292333126068
n01494475,1,0.6026113629341125,1.3565873925254048,0.6026113629341125
n01443537,1,0.3670598864555359,1.3382630522112933,0.3670598864555359
n01484850,0,0.0,1.3907737234087858,0.0
n01494475,1,0.6764075756072998,1.3688322534870205,0.6764075756072998
n01491361,1,0.8456617593765259,1.385408832156073,0.8456617593765259
n01484850,1,0.9696210622787476,1.3722200240241282,0.9696210622787476
n01494475,1,0.7848074436187744,1.3656183133367765,0.7848074436187744
n01494475,1,0.6948654055595398,1.3691643796549082,0.6948654055595398
n01491361,1,0.5767735242843628,1.353947852352736,0.5767735242843628
n01443537,1,0.9999724626541138,1.3708467611843644,0.9999724626541138
n01440764,1,0.9723620414733887,1.3558949836280718,0.9723620414733887
n01484850,0,0.0,1.3700832009623682,0.0
n01443537,1,0.9999990463256836,1.368913533877679,0.9999990463256836
n01484850,1,0.5953129529953003,1.393327575951568,0.5953129529953003
n01440764,1,0.9999921321868896,1.4378764934737291,0.9999921321868896
n01443537,1,0.9999749660491943,1.3602361988165703,0.9999749660491943
n01484850,1,0.9944162368774414,1.346694109101489,0.9944162368774414
n01494475,1,0.600958526134491,1.3531793667091565,0.600958526134491
n01484850,1,0.9054547548294067,1.3605068788892605,0.9054547548294067
n01443537,1,0.9909420609474182,1.3568933489771011,0.9909420609474182
n01484850,0,0.0,1.3755495130243636,0.6834863424301147
n01494475,0,0.0,1.3729434500682511,0.0
n01440764,1,0.8808091878890991,1.3517391337540536,0.8808091878890991
n01440764,1,0.9998917579650879,1.3857886770751777,0.9998917579650879
n01484850,1,0.7634299397468567,1.3500402114088867,0.7634299397468567
n01443537,1,0.9999749660491943,1.3813261991053711,0.9999749660491943
n01484850,1,0.9268309473991394,1.3813038978106273,0.9268309473991394
n01484850,1,0.5353246331214905,1.3545241618876762,0.5353246331214905
n01443537,1,0.9979532957077026,1.3488541700283612,0.9979532957077026
n01443537,1,0.9998483657836914,1.3834037936732655,0.9998483657836914
n01491361,0,0.0,1.370218653698929,0.0
n01440764,0,0.0,1.475960011439391,0.0
n01494475,0,0.0,1.3618654841039641,0.0
n01494475,1,0.9966667294502258,1.35033436394856,0.9966667294502258
n01443537,1,0.466111421585083,1.3616913308513061,0.466111421585083
n01494475,1,0.9394747018814087,1.355979213012659,0.9394747018814087
n01440764,1,0.9721039533615112,1.359757822366299,0.9721039533615112
n01443537,1,0.9996542930603027,1.3770605690329552,0.9996542930603027
n01494475,0,0.0,1.3672739072771711,0.0
n01484850,1,0.9495680928230286,1.361502170151963,0.9495680928230286
