label,accuracy,confidence,response_time,contribution
n01484850,1,0.8863447904586792,2.0769034695437374,0.8863447904586792
n01484850,1,0.952603816986084,2.038388727136293,0.952603816986084
n01494475,1,0.6705482602119446,2.0583785627809794,0.6705482602119446
n01443537,1,0.9350919723510742,2.0442292140822413,0.9350919723510742
n01494475,1,0.8949121236801147,2.060422447374546,0.8949121236801147
n01494475,1,0.8873743414878845,2.1041050334716838,0.8873743414878845
n01440764,1,0.9066029191017151,2.052299321512764,0.9066029191017151
n01494475,1,0.9267244935035706,2.0377920083206376,0.9267244935035706
n01491361,1,0.9550836682319641,2.041879010920582,0.9550836682319641
n01443537,1,0.966363251209259,2.1348618389454272,0.966363251209259
n01491361,1,0.9033368229866028,2.069082613788891,0.9033368229866028
n01484850,1,0.9463766813278198,2.0706109030987982,0.9463766813278198
n01443537,0,0.0,2.0514164599492317,0.0
n01491361,1,0.8781124949455261,2.140760123997036,0.8781124949455261
n01491361,0,0.0,2.0860399463129204,0.34019821882247925
n01443537,1,0.9283605217933655,2.077223547094235,0.9283605217933655
n01484850,1,0.9384499788284302,2.1130316802908187,0.9384499788284302
n01494475,1,0.9690176248550415,2.045136016977476,0.9690176248550415
n01440764,1,0.9025824069976807,2.034175551587901,0.9025824069976807
n01491361,1,0.9214857220649719,2.0741779401952884,0.9214857220649719
n01494475,1,0.928811252117157,2.055961048112574,0.928811252117157
n01491361,0,0.0,2.096996123661109,0.0
n01440764,1,0.9033491015434265,2.0823352464873204,0.9033491015434265
n01440764,1,0.9180396795272827,2.007282129075085,0.9180396795272827
n01491361,1,0.9336767792701721,2.0588273548938187,0.9336767792701721
n01491361,1,0.9235228300094604,2.1017357522629716,0.9235228300094604
n01443537,1,0.9343438148498535,2.069910475921995,0.9343438148498535
n01494475,1,0.957986056804657,2.0746354457107956,0.957986056804657
n01484850,1,0.9139008522033691,2.020171473069859,0.9139008522033691
