label,accuracy,confidence,response_time,contribution
n01491361,1,0.7076768279075623,0.24464694765313183,0.7076768279075623
n01443537,1,0.853998064994812,0.23119884918877678,0.853998064994812
n01440764,1,0.8886435031890869,0.24661251761075287,0.8886435031890869
n01443537,1,0.850457489490509,0.23670047198582703,0.850457489490509
n01443537,1,0.9217581152915955,0.2536647768168886,0.9217581152915955
n01494475,1,0.9471345543861389,0.260047645380669,0.9471345543861389
n01491361,0,0.0,0.24493496728267009,0.0
n01494475,1,0.9133085012435913,0.238384266791582,0.9133085012435913
n01443537,1,0.6642778515815735,0.2644326598016718,0.6642778515815735
n01491361,1,0.806312620639801,0.25806588285818466,0.806312620639801
n01440764,1,0.9295666217803955,0.2447896637139783,0.9295666217803955
n01491361,1,0.9258894920349121,0.24989201625548393,0.9258894920349121
n01484850,1,0.38443082571029663,0.22516612534683783,0.38443082571029663
n01494475,1,0.9300215244293213,0.27789607052214477,0.9300215244293213
n01494475,1,0.715665340423584,0.24507671556636082,0.715665340423584
n01491361,1,0.93411785364151,0.23224849759381078,0.93411785364151
n01494475,0,0.0,0.25669031872296827,0.0
n01494475,0,0.0,0.253502100034036,0.0
n01491361,1,0.8253939747810364,0.24938186266522153,0.8253939747810364
n01484850,1,0.921425998210907,0.2544812173248484,0.921425998210907
n01440764,1,0.8654826879501343,0.2402091256201993,0.8654826879501343
n01484850,1,0.8366074562072754,0.23949632418878963,0.8366074562072754
n01484850,0,0.0,0.24300749288131562,0.0
n01494475,1,0.8134743571281433,0.281185095424063,0.8134743571281433
n01443537,1,0.9281765222549438,0.24313826220516932,0.9281765222549438
n01484850,0,0.0,0.35366815052856876,0.0
n01484850,0,0.0,0.25831577826896507,0.0
n01484850,0,0.0,0.24588762425767782,0.0
n01494475,1,0.7487605810165405,0.24426504768944876,0.7487605810165405
n01484850,1,0.8171014189720154,0.2355433314714859,0.8171014189720154
n01484850,1,0.6133998036384583,0.2574602308820734,0.6133998036384583
n01494475,1,0.9390271306037903,0.22752998066635172,0.9390271306037903
n01494475,1,0.8546710014343262,0.25261151397950454,0.8546710014343262
