label,accuracy,confidence,response_time,contribution
n01443537,1,0.9860742092132568,0.04557585716247555,0.9860742092132568
n01440764,1,0.764054536819458,0.11185534795484982,0.764054536819458
n01440764,1,0.9847247004508972,0.10668730442580235,0.9847247004508972
n01484850,0,0.0,0.1285491049183481,0.0
n01494475,0,0.0,0.11390168120283861,0.0
n01491361,1,0.303546279668808,0.10057263940322872,0.303546279668808
n01443537,1,0.9999840259552002,0.10662174348372888,0.9999840259552002
n01484850,1,0.5803865790367126,0.10350100374302151,0.5803865790367126
n01443537,1,0.9240209460258484,0.11331009631232214,0.9240209460258484
n01491361,1,0.8261719346046448,0.10236524284314008,0.8261719346046448
n01494475,1,0.6687948107719421,0.1067856953948619,0.6687948107719421
n01484850,1,0.5124036073684692,0.10550245356967525,0.5124036073684692
n01494475,1,0.9924163818359375,0.14276156861882783,0.9924163818359375
n01494475,0,0.0,0.10811585751942411,0.0
n01491361,1,0.9546052813529968,0.1244240208044412,0.9546052813529968
n01440764,0,0.0,0.13764549788713643,0.0
n01494475,0,0.0,0.10424707114826869,0.0
n01440764,0,0.0,0.12251207553601089,0.0
n01440764,1,0.999103844165802,0.11551518286700743,0.999103844165802
n01494475,1,0.9683660268783569,0.09281981428542067,0.9683660268783569
n01491361,1,0.9519786238670349,0.08586221620922159,0.9519786238670349
n01494475,1,0.997814416885376,0.1243962482364837,0.997814416885376
n01440764,1,0.9870173335075378,0.12642086499965746,0.9870173335075378
n01484850,1,0.9762356281280518,0.12570365953342288,0.9762356281280518
n01491361,1,0.9652894735336304,0.116846484014464,0.9652894735336304
n01491361,1,0.928691565990448,0.11000459667752047,0.928691565990448
n01443537,1,0.31092017889022827,0.12053168103189389,0.31092017889022827
n01484850,1,0.9983400106430054,0.11292780509603886,0.9983400106430054
n01491361,1,0.9903705716133118,0.07522744791879443,0.9903705716133118
n01443537,1,0.9592868685722351,0.07826851662772799,0.9592868685722351
n01484850,1,0.45779168605804443,0.08859059186523344,0.45779168605804443
n01443537,1,0.9864960312843323,0.11058804349833472,0.9864960312843323
n01440764,0,0.0,0.1602409490004139,0.9432911276817322
n01484850,0,0.0,0.10334736896033521,0.0
n01484850,1,0.9468206763267517,0.10456899380956622,0.9468206763267517
n01484850,1,0.9581381678581238,0.10997367619873367,0.9581381678581238
n01484850,1,0.9472947716712952,0.09416265111412037,0.9472947716712952
n01491361,1,0.992720901966095,0.09643355655079529,0.992720901966095
n01443537,1,0.9853175282478333,0.1086894194748319,0.9853175282478333
n01491361,1,0.9482131004333496,0.1205481549864198,0.9482131004333496
n01494475,0,0.0,0.09224264098707186,0.0
n01440764,1,0.5505602359771729,0.12467704392880224,0.5505602359771729
n01494475,1,0.9856547713279724,0.0978222476138388,0.9856547713279724
n01491361,1,0.8731691837310791,0.12255992223682764,0.8731691837310791
n01484850,1,0.88178551197052,0.10904225949635232,0.88178551197052
n01440764,1,0.9982624650001526,0.11991428690960948,0.9982624650001526
