,label,accuracy,confidence,response_time,contribution
155,n01440764,1,0.9063898324966431,3.8006898017384136,0.9063898324966431
156,n01491361,1,0.9116852879524231,3.827405270473756,0.9116852879524231
157,n01484850,1,0.8241865038871765,3.837269377596103,0.8241865038871765
158,n01491361,1,0.5166640877723694,3.8478394064750567,0.5166640877723694
159,n01494475,1,0.8759943842887878,3.85726249174451,0.8759943842887878
160,n01494475,1,0.9372689723968506,3.817919415540951,0.9372689723968506
161,n01440764,1,0.8974469304084778,3.789000504199049,0.8974469304084778
162,n01494475,1,0.9316093921661377,3.779736440257812,0.9316093921661377
163,n01494475,1,0.8847793340682983,3.790223418851382,0.8847793340682983
164,n01494475,1,0.9024341106414795,3.767708793452993,0.9024341106414795
165,n01443537,1,0.8755788803100586,3.7938831854174766,0.8755788803100586
166,n01494475,1,0.9153260588645935,3.79460665692456,0.9153260588645935
167,n01443537,1,0.9042201042175293,3.82163562530366,0.9042201042175293
168,n01491361,1,0.892171323299408,3.809106486236966,0.892171323299408
169,n01491361,1,0.8775510787963867,3.7945747508053813,0.8775510787963867
170,n01491361,1,0.9275081157684326,3.8174099159066013,0.9275081157684326
171,n01443537,1,0.9103626012802124,3.833102902217816,0.9103626012802124
172,n01443537,1,0.9059931039810181,3.8088413409554285,0.9059931039810181
173,n01484850,1,0.908173680305481,3.811409100100663,0.908173680305481
174,n01484850,1,0.8890031576156616,3.836593481431457,0.8890031576156616
175,n01440764,1,0.6393441557884216,3.842572613422572,0.6393441557884216
176,n01494475,1,0.8906930685043335,3.8352848012953733,0.8906930685043335
177,n01440764,1,0.921811580657959,3.8387046355571037,0.921811580657959
178,n01443537,1,0.8992723226547241,3.805733780256806,0.8992723226547241
179,n01443537,1,0.8657215237617493,3.83183188024675,0.8657215237617493
180,n01440764,1,0.9026279449462891,3.7944015212289215,0.9026279449462891
181,n01443537,1,0.8959591388702393,3.822430271657176,0.8959591388702393
182,n01491361,0,0.0,3.7843402398044534,0.7067268490791321
183,n01491361,1,0.9197719693183899,3.816220716371198,0.9197719693183899
184,n01440764,1,0.8904879093170166,3.792174978749552,0.8904879093170166
185,n01484850,1,0.8869631290435791,3.8215635054379598,0.8869631290435791
186,n01491361,0,0.0,3.8207967856353675,0.496116042137146
187,n01440764,1,0.910388171672821,3.830227855522584,0.910388171672821
188,n01484850,1,0.9134068489074707,3.7975618815113554,0.9134068489074707
189,n01484850,1,0.5522028803825378,3.820424313757943,0.5522028803825378
190,n01484850,1,0.935174286365509,3.830677037134075,0.935174286365509
191,n01484850,1,0.7878425717353821,3.810748339254864,0.7878425717353821
192,n01491361,1,0.8762595653533936,3.809642926465471,0.8762595653533936
193,n01443537,1,0.8890714645385742,3.822827602324859,0.8890714645385742
194,n01484850,1,0.9113722443580627,3.779587665009633,0.9113722443580627
195,n01440764,1,0.9266005158424377,3.818440229622069,0.9266005158424377
196,n01494475,1,0.9008805751800537,3.8316245088954157,0.9008805751800537
197,n01491361,1,0.8827762007713318,3.829877194465472,0.8827762007713318
198,n01491361,1,0.9089963436126709,3.805099384346284,0.9089963436126709
199,n01484850,1,0.8931140899658203,3.8528087161034366,0.8931140899658203
200,n01443537,1,0.8451349139213562,3.8251170981160842,0.8451349139213562
201,n01491361,1,0.8666814565658569,3.8464570131600233,0.8666814565658569
