,label,accuracy,confidence,response_time,contribution
254,n01440764,1,0.9281521141529083,3.808292914116861,0.9406649470329285
255,n01440764,1,0.9199446737766266,3.8116965564810186,0.9334995150566101
256,n01491361,1,0.9008095264434814,3.834826725417809,0.9116852879524231
257,n01484850,1,0.8772054314613342,3.8469852848026536,0.9302243590354919
258,n01491361,1,0.4643535614013672,3.859722102765937,0.5166640877723694
259,n01494475,1,0.8827721178531647,3.8672706449357794,0.8895498514175415
260,n01494475,1,0.9172462224960327,3.830130404171056,0.9372689723968506
261,n01440764,1,0.9134911596775055,3.8024434267126,0.9295353889465332
262,n01494475,1,0.9122058153152466,3.7886714144850537,0.9316093921661377
263,n01494475,1,0.897931307554245,3.8029819988439826,0.9110832810401917
264,n01494475,1,0.9137458503246307,3.7773326367811064,0.925057590007782
265,n01443537,1,0.8942101001739502,3.803814323901343,0.9128413200378418
266,n01494475,1,0.9063113927841187,3.8072041242832584,0.9153260588645935
267,n01443537,1,0.9001718759536743,3.832556724897455,0.9042201042175293
268,n01491361,1,0.8871142566204071,3.8203415056382233,0.892171323299408
269,n01491361,1,0.8651524186134338,3.805484529897205,0.8775510787963867
270,n01491361,1,0.9239171743392944,3.825357712805946,0.9275081157684326
271,n01443537,1,0.909769594669342,3.8426954791757977,0.9103626012802124
272,n01443537,1,0.918941080570221,3.817158506064711,0.9318890571594238
273,n01484850,1,0.9002531170845032,3.821261495088689,0.908173680305481
274,n01484850,1,0.8848597407341003,3.843958917119974,0.8890031576156616
275,n01440764,1,0.722983717918396,3.850712239868008,0.8066232800483704
276,n01494475,1,0.8799576461315155,3.8462071845903028,0.8906930685043335
277,n01440764,1,0.9208204448223114,3.846452817765009,0.921811580657959
278,n01443537,1,0.9122176468372345,3.816528986572819,0.9251629710197449
279,n01443537,1,0.8956362307071686,3.8404407458030545,0.9255509376525879
280,n01440764,1,0.9098573923110962,3.804568666895649,0.9170868396759033
281,n01443537,1,0.8927095830440521,3.8354918729960388,0.8959591388702393
282,n01491361,0,0.0,3.7961811427097785,0.7067268490791321
283,n01491361,1,0.903505951166153,3.8248990437469788,0.9197719693183899
284,n01440764,1,0.8994241952896118,3.801113513593405,0.908360481262207
285,n01484850,1,0.914863795042038,3.8331511004331307,0.9427644610404968
286,n01491361,0,0.0,3.8293838180317104,0.496116042137146
287,n01440764,1,0.9067305326461792,3.839538985878849,0.910388171672821
288,n01484850,1,0.8902970850467682,3.809011430370185,0.9134068489074707
289,n01484850,1,0.6448590159416199,3.830827602959438,0.7375151515007019
290,n01484850,1,0.9183643162250519,3.8406891251158943,0.935174286365509
291,n01484850,1,0.8244339823722839,3.818732149443977,0.8610253930091858
292,n01491361,1,0.871652364730835,3.822565690898405,0.8762595653533936
293,n01443537,1,0.9035710990428925,3.8326014509410045,0.9180707335472107
294,n01484850,1,0.8992438912391663,3.79022942760873,0.9113722443580627
295,n01440764,1,0.9232470095157623,3.8281588211090405,0.9266005158424377
296,n01494475,1,0.9014569222927094,3.840976472406135,0.902033269405365
297,n01491361,1,0.8908358514308929,3.8337761644346524,0.8988955020904541
298,n01491361,1,0.9089948534965515,3.81400627206738,0.9089963436126709
299,n01484850,1,0.9020280838012695,3.8631882201409535,0.9109420776367188
300,n01443537,1,0.8806146085262299,3.8327880290096954,0.9160943031311035
301,n01491361,1,0.8886069059371948,3.854346460454846,0.9105323553085327
302,n01494475,1,0.8924688696861267,3.8297432787499224,0.8996424674987793
303,n01494475,1,0.9090734124183655,3.820149560212622,0.9263620972633362
304,n01491361,1,0.8790106773376465,3.853533136124351,0.8814120292663574
305,n01484850,1,0.9182964861392975,3.8330355205298305,0.9234160780906677
306,n01491361,1,0.8408916592597961,3.8187140888022206,0.8752020597457886
307,n01443537,1,0.9196847677230835,3.8563360068475907,0.9378759264945984
308,n01443537,1,0.9212820827960968,3.8284590138314485,0.922784149646759
309,n01491361,1,0.9071761667728424,3.8869907855082513,0.9084116816520691
