,label,accuracy,confidence,response_time,contribution
155,n01440764,1,0.9334995150566101,1.17388217197946,0.9334995150566101
156,n01491361,1,0.8899337649345398,1.1494422789301124,0.8899337649345398
157,n01484850,1,0.9302243590354919,1.1340533704328823,0.9302243590354919
158,n01491361,1,0.412043035030365,1.173372809281591,0.412043035030365
159,n01494475,1,0.8895498514175415,1.1517043540860077,0.8895498514175415
160,n01494475,1,0.8972234725952148,1.1208305303675876,0.8972234725952148
161,n01440764,1,0.9295353889465332,1.1673522538304097,0.9295353889465332
162,n01494475,1,0.8928022384643555,1.179211261216945,0.8928022384643555
163,n01494475,1,0.9110832810401917,1.055074728413265,0.9110832810401917
164,n01494475,1,0.925057590007782,1.1548620878298104,0.925057590007782
165,n01443537,1,0.9128413200378418,1.1591844495122539,0.9128413200378418
166,n01494475,1,0.8972967267036438,1.1511263843221118,0.8972967267036438
167,n01443537,1,0.8961236476898193,1.1301623515983692,0.8961236476898193
168,n01491361,1,0.8820571899414062,1.1352260939958403,0.8820571899414062
169,n01491361,1,0.852753758430481,1.159913965833017,0.852753758430481
170,n01491361,1,0.9203262329101562,1.1589279873211482,0.9203262329101562
171,n01443537,1,0.9091765880584717,1.1768826951703943,0.9091765880584717
172,n01443537,1,0.9318890571594238,1.160740035912231,0.9318890571594238
173,n01484850,1,0.8923325538635254,1.1263436861598968,0.8923325538635254
174,n01484850,1,0.8807163238525391,1.1125942175597416,0.8807163238525391
175,n01440764,1,0.8066232800483704,1.1373782973578608,0.8066232800483704
176,n01494475,1,0.8692222237586975,1.1546002877219013,0.8692222237586975
177,n01440764,1,0.9198293089866638,1.139866507753135,0.9198293089866638
178,n01443537,1,0.9251629710197449,1.1608909892456707,0.9251629710197449
179,n01443537,1,0.9255509376525879,1.15417124955824,0.9255509376525879
180,n01440764,1,0.9170868396759033,1.122387787212256,0.9170868396759033
181,n01443537,1,0.889460027217865,1.0865311673382088,0.889460027217865
182,n01491361,0,0.0,1.1489400365013902,0.3740323781967163
183,n01491361,1,0.887239933013916,1.161632903220043,0.887239933013916
184,n01440764,1,0.908360481262207,1.1418149716393717,0.908360481262207
185,n01484850,1,0.9427644610404968,1.1125849772261847,0.9427644610404968
186,n01491361,0,0.0,1.1784103011558755,0.4369269609451294
187,n01440764,1,0.9030728936195374,1.1473673214665676,0.9030728936195374
188,n01484850,1,0.8671873211860657,1.1206729152974144,0.8671873211860657
189,n01484850,1,0.7375151515007019,1.1839420496899185,0.7375151515007019
190,n01484850,1,0.9015543460845947,1.1384478833948053,0.9015543460845947
191,n01484850,1,0.8610253930091858,1.1596219230943825,0.8610253930091858
192,n01491361,1,0.8670451641082764,1.1255679494680195,0.8670451641082764
193,n01443537,1,0.9180707335472107,1.1801092683650956,0.9180707335472107
