,label,accuracy,confidence,response_time,contribution
1700,n01494475,0,0.0,0.09536171572133648,0.0
1701,n01440764,0,0.0,0.08372150536858847,0.0
1702,n01443537,1,0.838310182094574,0.11440296397505872,0.838310182094574
1703,n01494475,1,0.8232322931289673,0.1037835521014997,0.8232322931289673
1704,n01443537,1,0.924660325050354,0.08934201530334118,0.924660325050354
1705,n01440764,1,0.9601136445999146,0.10684753241656372,0.9601136445999146
1706,n01443537,0,0.0,0.104627108706695,0.0
1707,n01440764,1,0.7654682397842407,0.09531186523615723,0.7654682397842407
1708,n01443537,1,0.9428570866584778,0.10129392309662084,0.9428570866584778
1709,n01491361,1,0.7985495924949646,0.09220044451632249,0.7985495924949646
1710,n01443537,1,0.9821715950965881,0.1118752589203234,0.9821715950965881
1711,n01491361,1,0.950110912322998,0.1069576259331452,0.950110912322998
1712,n01494475,1,0.9552281498908997,0.10369596584006534,0.9552281498908997
1713,n01494475,1,0.9104958772659302,0.09789962740589762,0.9104958772659302
1714,n01491361,1,0.8407999277114868,0.10205432735833704,0.8407999277114868
1715,n01440764,1,0.934507429599762,0.04240429401397705,0.934507429599762
1716,n01484850,1,0.4182204008102417,0.09191779091457561,0.4182204008102417
1717,n01440764,0,0.0,0.08977503109629452,0.0
1718,n01494475,0,0.0,0.09381254635644395,0.0
1719,n01484850,1,0.6715430021286011,0.10097765353638494,0.6715430021286011
1720,n01491361,1,0.7287716865539551,0.10413518601045661,0.7287716865539551
1721,n01484850,0,0.0,0.102254352448054,0.0
1722,n01443537,1,0.8568000793457031,0.1005436793047453,0.8568000793457031
1723,n01491361,1,0.3669703006744385,0.09574156522014947,0.3669703006744385
1724,n01443537,1,0.9243032932281494,0.09755764899688532,0.9243032932281494
1725,n01443537,1,0.9399365186691284,0.0950518322953522,0.9399365186691284
1726,n01440764,1,0.9399509429931641,0.09378701139255499,0.9399509429931641
1727,n01491361,1,0.9666194915771484,0.10663454652381733,0.9666194915771484
1728,n01491361,0,0.0,0.10262098083395602,0.0
1729,n01491361,1,0.8900686502456665,0.11248591605184752,0.8900686502456665
1730,n01443537,1,0.9102793335914612,0.07977429773158298,0.9102793335914612
1731,n01443537,1,0.9715754985809326,0.09776018052264356,0.9715754985809326
1732,n01484850,1,0.6201810240745544,0.10556869585275382,0.6201810240745544
1733,n01443537,0,0.0,0.09315537333963404,0.0
1734,n01440764,0,0.0,0.10056249552587913,0.0
1735,n01443537,0,0.0,0.0957123819629252,0.0
1736,n01440764,1,0.9399509429931641,0.09626758496961962,0.9399509429931641
1737,n01491361,1,0.6583848595619202,0.09488665586165043,0.6583848595619202
1738,n01484850,0,0.0,0.10699332834578554,0.0
1739,n01484850,1,0.32258856296539307,0.10546835346218564,0.32258856296539307
1740,n01491361,0,0.0,0.10453780154960626,0.0
1741,n01494475,1,0.932108461856842,0.10294443818772875,0.932108461856842
1742,n01443537,1,0.87814861536026,0.11027816655416971,0.87814861536026
1743,n01494475,1,0.8880510330200195,0.08559489462919401,0.8880510330200195
1744,n01491361,0,0.0,0.09829683721649525,0.7654126882553101
1745,n01443537,1,0.7113990187644958,0.09726946756993268,0.7113990187644958
1746,n01443537,0,0.0,0.0996644920088565,0.0
1747,n01491361,1,0.8900686502456665,0.1141257699558613,0.8900686502456665
1748,n01484850,1,0.6080852746963501,0.11222676097809874,0.6080852746963501
1749,n01491361,0,0.0,0.10313304717001495,0.0
1750,n01491361,1,0.83868008852005,0.09068841011769178,0.83868008852005
1751,n01440764,1,0.7921606302261353,0.10217163735795393,0.7921606302261353
1752,n01494475,1,0.7403868436813354,0.07926531168266521,0.7403868436813354
1753,n01494475,1,0.48634737730026245,0.09036726259584452,0.0
1754,n01440764,1,0.8409184217453003,0.10128536992616027,0.8409184217453003
1755,n01484850,1,0.7896451354026794,0.09472838564904607,0.7896451354026794
1756,n01491361,1,0.7067562937736511,0.10140925771081075,0.7067562937736511
1757,n01443537,1,0.954619288444519,0.10133769915516753,0.954619288444519
1758,n01440764,1,0.9047335386276245,0.09134579111520859,0.9047335386276245
1759,n01440764,0,0.0,0.11284443259546872,0.0
1760,n01440764,1,0.9549230933189392,0.0670544879180522,0.9549230933189392
1761,n01440764,1,0.9219649434089661,0.10533699246373579,0.9219649434089661
1762,n01494475,1,0.7659558653831482,0.0875432154020759,0.7659558653831482
1763,n01494475,1,0.9732566475868225,0.1052154163880121,0.9732566475868225
1764,n01494475,1,0.8826830387115479,0.10125698383917663,0.8826830387115479
1765,n01494475,1,0.8222826719284058,0.0907351187096729,0.8222826719284058
1766,n01491361,1,0.8900686502456665,0.10635336300215725,0.8900686502456665
1767,n01443537,1,0.9725210666656494,0.09663779267201243,0.9725210666656494
1768,n01443537,1,0.9444791674613953,0.09844753709572325,0.9444791674613953
1769,n01491361,0,0.0,0.10224673380000796,0.8521270751953125
1770,n01484850,1,0.6805797815322876,0.09810610912203925,0.6805797815322876
1771,n01440764,1,0.9391478896141052,0.0948148920022303,0.9391478896141052
1772,n01494475,1,0.9877567291259766,0.10075352660429288,0.9877567291259766
1773,n01494475,1,0.6165248155593872,0.10358055107540773,0.6165248155593872
1774,n01494475,1,0.9269213676452637,0.09763602362873795,0.9269213676452637
1775,n01491361,1,0.6839146018028259,0.09403997579569588,0.6839146018028259
1776,n01443537,1,0.9456518292427063,0.09799220946221907,0.9456518292427063
1777,n01494475,0,0.0,0.09299035197553629,0.0
1778,n01494475,1,0.4038366377353668,0.08931301912006923,0.4038366377353668
1779,n01494475,1,0.8591514825820923,0.09565379774585289,0.8591514825820923
1780,n01484850,1,0.7681822180747986,0.09228255711394226,0.7681822180747986
1781,n01440764,1,0.6986587047576904,0.10327766813263882,0.6986587047576904
1782,n01484850,1,0.9012222290039062,0.09367391354123562,0.9012222290039062
1783,n01440764,1,0.9138310551643372,0.09503475847017033,0.9138310551643372
1784,n01494475,1,0.3752550780773163,0.10411954418922185,0.3752550780773163
1785,n01491361,1,0.9740801453590393,0.10960161397145837,0.9740801453590393
1786,n01443537,1,0.8466998934745789,0.10109897242135145,0.8466998934745789
1787,n01440764,1,0.40232452750205994,0.1072351645742627,0.40232452750205994
1788,n01440764,0,0.0,0.09853660304554547,0.0
1789,n01484850,1,0.49173784255981445,0.10392606107743531,0.49173784255981445
1790,n01491361,1,0.3722958266735077,0.10473900722484124,0.3722958266735077
1791,n01443537,1,0.9799953103065491,0.11398231797412262,0.9799953103065491
1792,n01440764,1,0.8713301420211792,0.0800892215149028,0.8713301420211792
1793,n01491361,1,0.9174544215202332,0.1006232559686697,0.9174544215202332
1794,n01440764,1,0.8223845958709717,0.09426243850328382,0.8223845958709717
1795,n01440764,1,0.9841681122779846,0.10904360903600319,0.9841681122779846
1796,n01440764,1,0.9400671124458313,0.10124835648538284,0.9400671124458313
1797,n01440764,1,0.8726161122322083,0.10705495426521591,0.8726161122322083
1798,n01494475,1,0.9620608687400818,0.10210833118465519,0.9620608687400818
1799,n01440764,1,0.9327963590621948,0.1021985197172088,0.9327963590621948
