label,accuracy,confidence,response_time,contribution
n01484850,0,0.0,6.595367091963535,0.0
n01484850,1,0.7294933199882507,6.615152394325837,0.7294933199882507
n01443537,0,0.0,6.534690772915796,0.0
n01491361,1,0.6688138842582703,6.615652879661354,0.6688138842582703
n01484850,1,0.3442240357398987,6.616764725978034,0.0
n01440764,1,0.3161337673664093,6.626027647265652,0.0
n01491361,0,0.0,6.614357336896067,0.0
n01440764,1,0.7627559304237366,6.632633590037464,0.7627559304237366
n01443537,1,0.7576243877410889,6.609234535097552,0.7576243877410889
n01491361,0,0.0,6.59540425106981,0.0
n01494475,1,0.41619130969047546,6.628079507704404,0.41619130969047546
n01443537,1,0.6520906090736389,6.615365669012351,0.6520906090736389
n01443537,1,0.4919746220111847,6.660656138616108,0.4919746220111847
n01484850,0,0.0,6.6205299882318025,0.0
n01440764,1,0.45531657338142395,6.520681440568383,0.45531657338142395
n01440764,0,0.0,6.630802925726564,0.0
n01491361,1,0.3637417256832123,6.566628614058946,0.0
n01494475,1,0.775761604309082,6.539223841244755,0.775761604309082
n01491361,1,0.3257942199707031,6.593739883023591,0.3257942199707031
n01484850,1,0.7636793851852417,6.629214165377528,0.7636793851852417
n01494475,1,0.3027263283729553,6.590325378884829,0.3027263283729553
n01440764,1,0.4953750669956207,6.600930975889809,0.4953750669956207
n01484850,1,0.6573720574378967,6.626036970431787,0.6573720574378967
n01440764,1,0.6178125143051147,6.610824952480474,0.6178125143051147
n01491361,1,0.44325777888298035,6.596599377611927,0.44325777888298035
n01440764,0,0.0,6.568662157173999,0.0
n01443537,1,0.48227235674858093,6.602286535360899,0.48227235674858093
n01443537,1,0.7140263915061951,6.6243872235482835,0.0
n01440764,0,0.0,6.613786271454719,0.0
n01494475,0,0.0,6.608472503706779,0.0
n01440764,1,0.5386544466018677,6.626050181302352,0.5386544466018677
n01494475,0,0.0,6.635880040713123,0.0
n01484850,1,0.7137472629547119,6.652181185605704,0.7137472629547119
n01494475,0,0.0,6.629265327787762,0.0
n01484850,1,0.642048716545105,6.6372729268301285,0.0
n01484850,0,0.0,6.615379978349507,0.0
n01494475,1,0.5704789757728577,6.5932791539709,0.0
n01494475,1,0.760234534740448,6.593084352892383,0.760234534740448
n01484850,1,0.6977837085723877,6.627492180954374,0.6977837085723877
n01443537,1,0.3636733889579773,6.577689625757408,0.3636733889579773
n01484850,1,0.7681690454483032,6.597053349782797,0.7681690454483032
n01494475,1,0.5877795219421387,6.604594862224498,0.5877795219421387
n01440764,0,0.0,6.579684639722215,0.0
n01494475,0,0.0,6.602212638911095,0.0
n01491361,1,0.7889651656150818,6.590915973584907,0.7889651656150818
n01494475,0,0.0,6.659090571429326,0.0
n01440764,1,0.3346772789955139,6.572572705724712,0.3346772789955139
n01491361,0,0.0,6.625868117746225,0.0
n01491361,1,0.5007902979850769,6.613643630426464,0.5007902979850769
n01484850,0,0.0,6.6271631946004295,0.0
n01491361,0,0.0,6.613202420551709,0.0
n01440764,1,0.8241385817527771,6.538510962367252,0.8241385817527771
n01443537,1,0.5226379036903381,6.642696145421192,0.5226379036903381
n01440764,1,0.7742988467216492,6.558947325663088,0.7742988467216492
n01491361,1,0.3659254014492035,6.661826363670323,0.3659254014492035
n01440764,1,0.5091657638549805,6.620483679529582,0.5091657638549805
n01494475,0,0.0,6.613634013975505,0.0
n01491361,0,0.0,6.592750543577918,0.0
n01494475,1,0.4555470943450928,6.60280424036045,0.4555470943450928
n01494475,1,0.6952463984489441,6.610622226908965,0.6952463984489441
n01484850,1,0.5489698648452759,6.574592247842881,0.0
n01440764,1,0.7549853920936584,6.642370922468098,0.7549853920936584
n01491361,1,0.5823467373847961,6.626955933252151,0.5823467373847961
n01440764,0,0.0,6.619807832260988,0.0
n01494475,1,0.3873378336429596,6.599090293309288,0.3873378336429596
n01440764,0,0.0,6.665293191988962,0.0
n01491361,1,0.7413492202758789,6.6136089937698825,0.7413492202758789
n01491361,0,0.0,6.673494396682608,0.0
n01484850,0,0.0,6.582872284027948,0.0
n01443537,1,0.8033204078674316,6.597986799666794,0.8033204078674316
n01494475,0,0.0,6.620254468262242,0.0
n01440764,0,0.0,6.642138108442768,0.0
n01484850,0,0.0,6.598606387279037,0.0
n01494475,1,0.44870027899742126,6.630531735457051,0.44870027899742126
n01443537,0,0.0,6.641628294535678,0.0
n01491361,1,0.47733423113822937,6.618173112644796,0.0
n01443537,0,0.0,6.604265905221295,0.0
n01494475,1,0.30105042457580566,6.713248573886263,0.30105042457580566
n01443537,1,0.6362613439559937,6.630657286765264,0.0
n01484850,1,0.5729621648788452,6.668731849513208,0.0
n01494475,0,0.0,6.6003383822945825,0.0
n01491361,1,0.4248596429824829,6.620230207043166,0.0
n01491361,0,0.0,6.6154526507996865,0.0
n01440764,1,0.8066612482070923,6.579292428936283,0.8066612482070923
n01494475,1,0.5205140113830566,6.573672375338395,0.5205140113830566
n01484850,1,0.44729119539260864,6.597499472729964,0.44729119539260864
